station,start_time,zr_hours,label,duration,lon,lat
LWD,2007-12-01 12:53,5.0,0,26.0,-93.9005,40.6306
DSM,2007-12-01 12:54,5.0,0,7.0,-93.6531,41.534
UIN,2007-12-01 12:54,4.23,0,5.0,-91.1946,39.9428
OTM,2007-12-01 13:53,7.0,1,6.0,-92.4446,41.1008
BRL,2007-12-01 13:53,6.0,1,5.0,-91.1255,40.7729
AMW,2007-12-01 13:53,4.0,0,6.0,-93.6185,41.9904
SPI,2007-12-01 14:34,3.83,0,3.3,-89.6839,39.8447
CID,2007-12-01 14:52,7.0,1,8.0,-91.7246,41.8829
MIW,2007-12-01 14:53,5.0,0,7.0,-92.9163,42.1106
PIA,2007-12-01 15:02,5.55,0,5.87,-89.6839,40.6675
MLI,2007-12-01 15:41,7.92,1,8.18,-90.5075,41.4485
IOW,2007-12-01 15:52,8.0,1,8.0,-91.5445,41.6394
DVN,2007-12-01 15:52,8.0,1,7.0,-90.5948,41.6133
CMI,2007-12-01 15:53,3.83,0,3.0,-88.2778,40.0388
ALO,2007-12-01 15:54,7.0,1,9.0,-92.4013,42.5544
BMI,2007-12-01 15:56,4.0,0,3.42,-88.9159,40.4771
DEC,2007-12-01 16:37,0.6,0,0.28,-88.8657,39.8346
MTO,2007-12-01 18:13,0.33,0,0.0,-88.2792,39.4779
