station,start_time,zr_hours,label,duration,lon,lat
DSM,1993-02-11 14:00,9.55,1,11.0,-93.6531,41.534
OMA,1993-02-11 16:00,6.32,1,8.0,-95.8992,41.3103
CID,1993-02-11 17:00,11.12,1,16.0,-91.7246,41.8829
RFD,1993-02-11 21:00,14.37,1,15.0,-89.09299999999999,42.1927
BRL,1993-02-11 21:00,6.6,1,11.0,-91.1255,40.7729
ALO,1993-02-11 21:00,9.9,1,14.0,-92.4013,42.5544
ORD,1993-02-11 22:00,7.7,1,9.0,-87.9319,41.9875
PIA,1993-02-11 22:00,10.0,1,10.0,-89.6839,40.6675
GUS,1993-02-11 22:00,14.67,1,17.0,-86.1521,40.6481
FWA,1993-02-11 23:00,17.37,1,18.0,-85.1871,40.978
LAF,1993-02-12 02:00,10.0,1,10.0,-86.9333,40.4148
TOL,1993-02-12 03:00,7.63,1,12.0,-83.8014,41.5886
SBN,1993-02-12 03:00,6.0,1,6.0,-86.3164,41.7072
FDY,1993-02-12 03:00,6.0,1,6.0,-83.6686,41.0136
MDT,1993-02-12 05:00,14.98,1,21.0,-76.7633,40.1936
CXY,1993-02-12 11:00,9.0,1,14.0,-76.8515,40.2171
TTN,1993-02-12 11:35,7.42,1,12.42,-74.8159,40.2768
ABE,1993-02-12 12:09,9.3,1,18.85,-75.4492,40.6508
BDR,1993-02-12 17:36,8.15,1,8.4,-73.1289,41.1583
SWF,1993-02-12 19:00,8.0,1,11.0,-74.1048,41.5041
HUL,1993-02-13 16:00,7.08,1,8.0,-67.7921,46.1231
