station,start_time,zr_hours,label,duration,lon,lat
DCA,1984-03-13 09:00,4.93,0,5.0,-77.0346,38.8472
FCI,1984-03-13 09:00,7.33,1,7.0,-77.5248,37.4064
ADW,1984-03-13 09:00,6.0,1,5.0,-76.867,38.8108
RIC,1984-03-13 09:00,7.33,1,7.0,-77.3234,37.5115
IAD,1984-03-13 10:00,11.0,1,15.0,-77.4473,38.9348
BWI,1984-03-13 10:00,9.0,1,8.0,-76.6683,39.1754
DOV,1984-03-13 11:00,2.0,0,1.0,-75.46600000000001,39.1295
CHO,1984-03-13 11:00,3.63,0,3.0,-78.4529,38.1386
NYG,1984-03-13 11:00,7.45,1,7.17,-77.3053,38.5017
ILG,1984-03-13 12:00,4.0,0,3.0,-75.6008,39.6728
FME,1984-03-13 12:00,6.0,1,5.0,-76.7594,39.0854
APG,1984-03-13 12:00,6.0,1,5.0,-76.1688,39.4662
ABE,1984-03-13 12:00,12.4,1,15.0,-75.4492,40.6508
PHL,1984-03-13 13:01,3.98,0,2.98,-75.2311,39.8683
