station,start_time,zr_hours,label,duration,lon,lat
AUG,1984-03-18 15:00,14.08,1,24.0,-69.8,44.32
DDC,1984-03-18 16:00,6.12,1,8.0,-99.9654,37.7631
FOE,1984-03-18 18:00,13.0,1,27.0,-95.6636,38.9509
HUL,1984-03-18 18:27,17.7,1,37.55,-67.7921,46.1231
BIE,1984-03-18 19:00,18.0,1,5.0,-96.7541,40.3013
MCI,1984-03-18 19:08,11.87,1,26.87,-94.7139,39.2976
MKC,1984-03-18 20:00,7.03,1,9.0,-94.59299999999999,39.123000000000005
FLV,1984-03-18 20:00,11.0,1,26.0,-94.9147,39.3683
PWM,1984-03-18 22:00,9.0,1,10.0,-70.3044,43.6424
PSM,1984-03-18 23:00,9.0,1,10.0,-70.8233,43.0779
ART,1984-03-18 23:00,7.0,1,6.0,-76.0262,43.9888
BTV,1984-03-18 23:00,13.0,1,12.0,-73.15,44.47
MPV,1984-03-19 00:00,8.13,1,12.0,-72.5623,44.2035
MSS,1984-03-19 00:00,13.83,1,25.0,-74.8456,44.9358
PBG,1984-03-19 00:00,12.0,1,11.0,-73.4624,44.6382
SLK,1984-03-19 00:00,11.0,1,2.0,-74.2062,44.3853
GFL,1984-03-19 00:00,9.0,1,8.0,-73.6103,43.3412
MWN,1984-03-19 02:00,17.0,1,21.0,-71.3035,44.2708
SPI,1984-03-19 03:00,9.62,1,9.0,-89.6839,39.8447
IRK,1984-03-19 03:00,12.0,1,3.0,-92.5433,40.0972
PIA,1984-03-19 07:00,9.0,1,12.0,-89.6839,40.6675
