station,start_time,zr_hours,label,duration,lon,lat
CYYB,2012-12-16 11:40,16.02,1,20.33,-79.4228,46.3636
CYSB,2012-12-16 18:07,11.2,1,12.88,-80.8016,46.6261
AFN,2012-12-16 19:22,24.53,1,44.85,-72.003,42.8051
FIT,2012-12-16 19:38,13.22,1,19.68,-71.7558,42.5519
CYWA,2012-12-16 21:01,7.02,1,18.77,-77.3112,45.9476
ORH,2012-12-16 21:15,19.9,1,29.65,-71.8757,42.2673
CYND,2012-12-16 22:00,21.82,1,27.0,-75.5636,45.5217
ORE,2012-12-16 22:36,10.87,1,16.27,-72.2886,42.5701
CYOW,2012-12-16 23:00,12.1,1,25.0,-75.6692,45.3225
CYXR,2012-12-17 00:24,7.98,1,11.5,-79.8489,47.695
ASH,2012-12-17 00:58,7.98,1,12.38,-71.5148,42.7818
BED,2012-12-17 01:35,14.57,1,15.58,-71.289,42.47
VSF,2012-12-17 02:16,7.22,1,22.98,-72.5173,43.3436
LWM,2012-12-17 02:22,10.42,1,19.8,-71.1234,42.7172
PSM,2012-12-17 08:55,9.38,1,11.0,-70.8233,43.0779
