station,start_time,zr_hours,label,duration,lon,lat
MCB,2011-02-03 17:53,8.38,1,24.0,-90.47,31.18
NMM,2011-02-03 17:56,7.52,1,18.4,-88.5556,32.5521
MEI,2011-02-03 18:02,9.93,1,9.93,-88.7511,32.3348
BTR,2011-02-03 18:09,8.3,1,22.73,-91.1469,30.5372
POE,2011-02-03 23:55,9.77,1,16.25,-93.1916,31.0448
RKP,2011-02-04 02:18,8.98,1,10.1,-97.0464,28.0836
VCT,2011-02-04 02:38,8.53,1,8.53,-96.9303,28.8614
ESF,2011-02-04 02:53,6.63,1,9.28,-92.2827,31.3963
PSX,2011-02-04 03:20,7.68,1,7.68,-96.25,28.73
AEX,2011-02-04 03:43,11.1,1,14.9,-92.5586,31.3347
LFK,2011-02-04 05:35,8.48,1,9.87,-94.75,31.234
MLU,2011-02-04 06:27,15.3,1,19.43,-92.0377,32.5109
LLQ,2011-02-04 11:35,7.27,1,14.68,-91.75,33.64
ELD,2011-02-04 12:45,7.47,1,8.2,-92.8133,33.221
RYT,2011-02-05 06:39,10.78,1,11.23,-77.43,39.734
MDT,2011-02-05 08:56,6.37,1,15.15,-76.7633,40.1936
RSP,2011-02-05 10:19,7.58,1,12.9,-77.468,39.645
ABE,2011-02-05 11:20,6.02,1,6.82,-75.4492,40.6508
MPO,2011-02-05 12:49,10.72,1,11.77,-75.3794,41.1389
BGM,2011-02-05 17:17,6.67,1,8.73,-75.9797,42.2086
ALB,2011-02-05 18:22,7.98,1,11.48,-73.8036,42.7576
AFN,2011-02-05 18:52,7.38,1,9.58,-72.003,42.8051
ORH,2011-02-05 18:54,8.0,1,8.0,-71.8757,42.2673
