station,start_time,zr_hours,label,duration,lon,lat
PNC,2007-01-12 11:36,10.55,1,26.28,-97.1,36.73
CSM,2007-01-12 11:50,17.72,1,56.05,-99.2005,35.3398
HBR,2007-01-12 13:15,10.08,1,54.63,-99.0514,34.9913
BRL,2007-01-12 13:53,15.0,1,65.0,-91.1255,40.7729
CDS,2007-01-12 13:53,14.0,1,51.0,-100.2881,34.4339
LAW,2007-01-12 14:05,7.13,1,7.68,-98.4166,34.5677
FDR,2007-01-12 14:31,10.68,1,21.65,-98.9839,34.3521
TUL,2007-01-12 14:53,15.77,1,58.3,-95.8881,36.1984
RVS,2007-01-12 15:32,17.75,1,58.35,-95.9846,36.0396
UIN,2007-01-12 15:54,25.47,1,61.85,-91.1946,39.9428
MKO,2007-01-12 20:01,20.88,1,24.62,-95.3614,35.6567
PIA,2007-01-12 20:31,14.13,1,39.38,-89.6839,40.6675
STL,2007-01-12 23:45,14.17,1,29.1,-90.3734,38.7524
XNA,2007-01-13 00:53,11.13,1,54.0,-94.307,36.282
SPI,2007-01-13 01:39,9.97,1,12.22,-89.6839,39.8447
ABI,2007-01-13 06:52,13.0,1,35.0,-99.6821,32.4106
MWL,2007-01-13 06:53,12.0,1,42.0,-98.0602,32.7816
MLI,2007-01-13 09:26,13.98,1,49.75,-90.5075,41.4485
BTL,2007-01-13 09:53,12.0,1,49.0,-85.2515,42.3073
DET,2007-01-13 09:53,10.0,1,46.0,-83.0099,42.4092
LAN,2007-01-13 09:55,13.0,1,50.0,-84.58,42.78
MTC,2007-01-13 10:57,14.97,1,49.97,-82.8355,42.6083
ARB,2007-01-13 11:53,16.08,1,55.0,-83.7397,42.224
AZO,2007-01-13 11:53,9.0,1,45.0,-85.5519,42.2347
DTW,2007-01-13 12:54,14.0,1,47.0,-83.33,42.23
YIP,2007-01-13 13:53,11.0,1,44.0,-83.5304,42.2379
SJT,2007-01-13 14:51,12.0,1,40.0,-100.495,31.3517
NFW,2007-01-13 15:52,9.0,1,35.0,-97.4365,32.781
FTW,2007-01-13 15:53,27.0,1,46.0,-97.3624,32.8198
DFW,2007-01-13 16:53,8.0,1,42.0,-97.038,32.8968
RBD,2007-01-13 17:53,7.0,1,41.0,-96.87,32.68
AFW,2007-01-13 18:53,14.0,1,38.0,-97.3179,32.9716
OTM,2007-01-14 01:53,12.0,1,34.0,-92.4446,41.1008
MIW,2007-01-14 03:53,7.0,1,14.0,-92.9163,42.1106
BGM,2007-01-14 05:53,6.0,1,30.0,-75.9797,42.2086
ELZ,2007-01-14 05:56,6.0,1,28.0,-77.99,42.11
AFN,2007-01-14 06:52,18.9,1,43.45,-72.003,42.8051
DDH,2007-01-14 06:54,7.0,1,30.0,-73.2486,42.8935
ALB,2007-01-14 08:51,11.0,1,30.0,-73.8036,42.7576
ORH,2007-01-14 08:54,22.0,1,39.0,-71.8757,42.2673
SBN,2007-01-14 09:39,10.72,1,24.25,-86.3164,41.7072
ARR,2007-01-14 09:42,9.63,1,28.8,-88.48,41.77
GRR,2007-01-14 09:56,6.0,1,22.0,-85.52,42.88
DPA,2007-01-14 10:00,6.37,1,18.87,-88.2486,41.9078
FIT,2007-01-14 10:52,8.0,1,40.0,-71.7558,42.5519
PEO,2007-01-14 10:53,10.0,1,26.0,-77.0529,42.6371
ADG,2007-01-14 10:53,13.0,1,24.0,-84.0773,41.8677
FZY,2007-01-14 10:54,6.0,1,26.0,-76.3831,43.3504
VSF,2007-01-14 10:54,8.0,1,32.0,-72.5173,43.3436
PTK,2007-01-14 11:53,11.0,1,24.0,-83.4201,42.6655
GFL,2007-01-14 11:53,13.0,1,33.0,-73.6103,43.3412
