station,start_time,zr_hours,label,duration,lon,lat
CKV,2016-01-22 04:15,6.07,1,6.62,-87.415,36.6219
BWG,2016-01-22 05:16,6.7,1,6.62,-86.4197,36.9645
MEB,2016-01-22 09:52,15.35,1,10.55,-79.3658,34.7919
FAY,2016-01-22 10:09,9.75,1,11.03,-78.8803,34.9912
GMU,2016-01-22 10:20,7.2,1,13.55,-82.3461,34.8461
FBG,2016-01-22 10:33,11.32,1,22.9,-78.9367,35.1318
POB,2016-01-22 10:45,10.8,1,23.95,-79.0145,35.1709
GSP,2016-01-22 10:45,7.93,1,13.13,-82.2239,34.8847
RDU,2016-01-22 12:08,8.35,1,13.35,-78.7819,35.8922
RWI,2016-01-22 13:18,10.35,1,10.58,-77.8919,35.8562
GYH,2016-01-22 14:47,12.13,1,3.92,-82.3764,34.7583
FAF,2016-01-22 21:15,9.4,1,31.63,-76.6088,37.1325
AKQ,2016-01-22 21:39,6.8,1,17.25,-77.0072,36.9839
LFI,2016-01-22 22:12,6.13,1,18.9,-76.3605,37.0828
