station,start_time,zr_hours,label,duration,lon,lat
BKW,1983-12-21 08:00,12.0,1,20.0,-81.1242,37.7873
BYH,1983-12-21 10:00,9.0,1,9.0,-89.9439,35.9643
JBR,1983-12-21 12:00,10.0,1,10.0,-90.6464,35.8317
AOO,1983-12-21 17:37,15.75,1,22.38,-78.32,40.2964
CLT,1983-12-21 18:00,8.18,1,12.0,-80.9543,35.2226
DUJ,1983-12-21 19:00,8.0,1,19.0,-78.9,41.18
GSO,1983-12-21 19:00,10.4,1,12.0,-79.9436,36.0975
LYH,1983-12-21 19:26,6.32,1,7.57,-79.2067,37.3208
ROA,1983-12-21 20:00,9.07,1,11.07,-79.9737,37.3172
GSP,1983-12-21 20:00,6.0,1,6.0,-82.2239,34.8847
INT,1983-12-21 20:00,7.0,1,8.0,-80.222,36.1337
JST,1983-12-21 23:22,12.63,1,12.63,-78.8339,40.3161
IAD,1983-12-22 01:00,9.0,1,9.0,-77.4473,38.9348
MRB,1983-12-22 03:00,8.0,1,8.0,-77.9847,39.4019
CXY,1983-12-22 03:00,9.0,1,9.0,-76.8515,40.2171
MDT,1983-12-22 04:00,6.0,1,6.0,-76.7633,40.1936
ITH,1983-12-22 04:00,8.0,1,8.0,-76.4584,42.49100000000001
AVP,1983-12-22 04:15,6.75,1,6.75,-75.7227,41.3335
RME,1983-12-22 06:00,6.0,1,7.0,-75.3953,43.2239
