station,start_time,zr_hours,label,duration,lon,lat
TUL,1991-12-01 16:31,6.35,1,21.48,-95.8881,36.1984
SGF,1991-12-01 19:00,9.78,1,29.0,-93.3897,37.2397
JLN,1991-12-01 19:00,6.12,1,26.0,-94.4952,37.1522
TBN,1991-12-01 21:00,6.37,1,20.0,-92.1407,37.7416
VIH,1991-12-01 21:00,10.48,1,29.0,-91.77,38.13
STL,1991-12-01 22:03,7.57,1,20.37,-90.3734,38.7524
HRO,1991-12-01 22:26,7.15,1,17.87,-93.1547,36.2615
SPI,1991-12-02 16:00,6.3,1,7.0,-89.6839,39.8447
PIA,1991-12-02 17:00,7.0,1,7.0,-89.6839,40.6675
JXN,1991-12-02 23:00,9.0,1,9.0,-84.4594,42.2598
DUJ,1991-12-03 00:00,6.0,1,6.0,-78.9,41.18
CEF,1991-12-03 05:00,7.22,1,22.0,-72.5348,42.193999999999996
BDL,1991-12-03 05:23,16.03,1,23.62,-72.6825,41.9381
MHT,1991-12-03 08:37,6.77,1,18.38,-71.4358,42.9328
ORH,1991-12-03 09:00,13.0,1,17.0,-71.8757,42.2673
BGR,1991-12-03 17:00,10.12,1,17.0,-68.8281,44.8074
OLD,1991-12-03 17:00,10.12,1,17.0,-68.6743,44.9525
PWM,1991-12-03 18:22,11.68,1,14.63,-70.3044,43.6424
