station,start_time,zr_hours,label,duration,lon,lat
FSM,1993-02-24 15:34,17.88,1,18.43,-94.3674,35.3366
TUL,1993-02-24 16:00,7.17,1,10.0,-95.8881,36.1984
GRI,1993-02-24 20:00,8.95,1,14.0,-98.3096,40.9675
ICT,1993-02-24 21:00,7.45,1,16.0,-97.43,37.65
CNU,1993-02-24 21:00,6.37,1,19.0,-95.4842,37.6703
DDC,1993-02-24 23:20,6.0,1,7.67,-99.9654,37.7631
CNK,1993-02-24 23:30,7.6,1,9.5,-97.65,39.55
LZK,1993-02-25 00:00,12.0,1,6.0,-92.2594,34.835
HRO,1993-02-25 00:19,11.4,1,12.68,-93.1547,36.2615
JLN,1993-02-25 01:00,8.13,1,12.0,-94.4952,37.1522
LRF,1993-02-25 01:00,7.08,1,7.0,-92.1465,34.9168
