station,start_time,zr_hours,label,duration,lon,lat
GFL,2018-02-11 16:03,3.28,0,11.12,-73.6103,43.3412
SLK,2018-02-11 16:51,1.22,0,2.07,-74.2062,44.3853
BTV,2018-02-11 17:00,3.83,0,3.75,-73.15,44.47
ART,2018-02-11 17:15,0.83,0,0.75,-76.0262,43.9888
PBG,2018-02-11 18:15,0.5,0,0.42,-73.4624,44.6382
MSS,2018-02-11 18:27,3.92,0,8.47,-74.8456,44.9358
CYUL,2018-02-11 18:33,2.85,0,7.98,-73.7414,45.4683
CYMX,2018-02-11 18:53,6.25,1,8.47,-74.0387,45.6795
CYHU,2018-02-11 19:32,1.92,0,1.77,-73.4167,45.5167
CYSC,2018-02-11 19:33,0.67,0,0.65,-71.6914,45.4386
CYND,2018-02-11 19:54,3.35,0,5.1,-75.5636,45.5217
CYRQ,2018-02-11 21:05,4.15,0,7.08,-72.6794,46.3528
