station,start_time,zr_hours,label,duration,lon,lat
ODX,2018-02-19 06:40,0.5,0,0.47,-98.9517,41.6236
BBW,2018-02-19 06:50,0.17,0,0.08,-99.6385,41.4366
GRI,2018-02-19 07:05,2.55,0,3.5,-98.3096,40.9675
MCK,2018-02-19 07:15,0.37,0,1.08,-100.5921,40.2063
HSI,2018-02-19 07:25,1.83,0,4.47,-98.4279,40.6052
OFK,2018-02-19 07:35,3.58,0,9.17,-97.4351,41.9855
SUX,2018-02-19 08:30,1.42,0,1.67,-96.3795,42.3917
TQE,2018-02-19 08:40,2.22,0,24.52,-96.1779,41.7635
LNK,2018-02-19 09:15,0.42,0,1.67,-96.7647,40.8478
OMA,2018-02-19 10:33,2.43,0,24.45,-95.8992,41.3103
