station,start_time,zr_hours,label,duration,lon,lat
ADW,2013-12-08 17:48,9.73,1,17.52,-76.867,38.8108
DAA,2013-12-08 18:58,6.97,1,10.0,-77.181,38.715
IAD,2013-12-08 19:28,10.63,1,16.1,-77.4473,38.9348
RSP,2013-12-08 22:10,13.15,1,13.73,-77.468,39.645
RYT,2013-12-08 22:22,11.33,1,12.73,-77.43,39.734
BWI,2013-12-08 22:31,9.1,1,13.38,-76.6683,39.1754
THV,2013-12-08 23:29,6.13,1,12.12,-76.873,39.917
LNS,2013-12-08 23:41,11.37,1,13.28,-76.2944,40.1203
ILG,2013-12-08 23:49,6.12,1,7.75,-75.6008,39.6728
FIG,2013-12-09 01:19,7.72,1,12.58,-78.4117,41.0467
RDG,2013-12-09 02:08,8.85,1,10.22,-75.9652,40.3785
MRB,2013-12-09 02:09,6.75,1,10.83,-77.9847,39.4019
IPT,2013-12-09 02:19,7.28,1,11.82,-76.9217,41.2433
CDW,2013-12-09 02:53,13.0,1,12.83,-74.2831,40.8764
MPO,2013-12-09 03:16,12.43,1,11.88,-75.3794,41.1389
TTN,2013-12-09 03:26,8.07,1,7.58,-74.8159,40.2768
ABE,2013-12-09 03:26,10.18,1,9.93,-75.4492,40.6508
DYL,2013-12-09 03:29,7.13,1,8.42,-75.1223,40.333
SMQ,2013-12-09 03:40,6.92,1,8.22,-74.6694,40.6239
BDR,2013-12-09 04:52,6.07,1,9.63,-73.1289,41.1583
BAF,2013-12-09 09:29,6.23,1,8.65,-72.7161,42.1578
