station,start_time,zr_hours,label,duration,lon,lat
DCA,2020-01-18 16:35,1.7,0,5.67,-77.0346,38.8472
IAD,2020-01-18 16:40,0.92,0,0.83,-77.4473,38.9348
HGR,2020-01-18 17:00,4.17,0,5.17,-77.7297,39.7078
BWI,2020-01-18 17:50,2.48,0,3.67,-76.6683,39.1754
JST,2020-01-18 17:54,4.28,0,4.68,-78.8339,40.3161
NAK,2020-01-18 18:07,0.43,0,0.0,-76.4891,38.9913
CXY,2020-01-18 18:35,4.87,0,5.92,-76.8515,40.2171
MRB,2020-01-18 18:40,10.42,1,10.25,-77.9847,39.4019
THV,2020-01-18 19:35,2.63,0,5.08,-76.873,39.917
FIG,2020-01-18 20:00,3.77,0,5.75,-78.4117,41.0467
PHL,2020-01-18 20:09,3.03,0,3.02,-75.2311,39.8683
PTW,2020-01-18 20:30,4.08,0,4.0,-75.5572,40.2383
CHO,2020-01-18 20:33,1.68,0,1.62,-78.4529,38.1386
APG,2020-01-18 20:35,1.62,0,1.58,-76.1688,39.4662
ILG,2020-01-18 20:45,1.75,0,1.67,-75.6008,39.6728
AOO,2020-01-18 21:05,2.92,0,6.0,-78.32,40.2964
PNE,2020-01-18 21:10,0.5,0,0.42,-75.0134,40.0789
VAY,2020-01-18 21:15,2.33,0,2.25,-74.8457,39.9429
MUI,2020-01-18 21:17,0.8,0,3.67,-76.5693,40.4348
DYL,2020-01-18 21:25,2.92,0,3.5,-75.1223,40.333
WRI,2020-01-18 21:31,1.48,0,1.42,-74.5917,40.0156
ADW,2020-01-18 21:34,0.95,0,0.93,-76.867,38.8108
TTN,2020-01-18 22:29,1.77,0,1.68,-74.8159,40.2768
LNS,2020-01-18 22:30,1.27,0,2.17,-76.2944,40.1203
BFD,2020-01-18 22:45,0.33,0,0.83,-78.6401,41.8031
SMQ,2020-01-18 22:45,2.25,0,2.17,-74.6694,40.6239
UNV,2020-01-18 22:53,4.37,0,4.0,-77.85,40.85
ELZ,2020-01-18 23:14,0.9,0,3.02,-77.99,42.11
EWR,2020-01-18 23:20,0.33,0,0.25,-74.1693,40.6827
SEG,2020-01-18 23:34,1.07,0,5.77,-76.8639,40.8206
CDW,2020-01-19 00:20,1.08,0,1.58,-74.2831,40.8764
ABE,2020-01-19 00:45,0.83,0,4.92,-75.4492,40.6508
MPO,2020-01-19 00:48,0.53,0,1.12,-75.3794,41.1389
FWN,2020-01-19 00:55,0.33,0,0.25,-74.623,41.2002
