station,start_time,zr_hours,label,duration,lon,lat
HGR,1998-01-15 12:45,16.05,1,12.0,-77.7297,39.7078
JHW,1998-01-15 12:47,7.97,1,13.08,-79.258,42.1534
BFD,1998-01-15 18:33,8.52,1,13.03,-78.6401,41.8031
ABE,1998-01-15 19:30,7.15,1,6.53,-75.4492,40.6508
DXR,1998-01-15 21:45,14.0,1,5.0,-73.48,41.37
ITH,1998-01-15 21:50,9.0,1,5.0,-76.4584,42.49100000000001
BDL,1998-01-15 22:31,15.93,1,16.33,-72.6825,41.9381
HFD,1998-01-15 23:45,10.3,1,10.13,-72.6494,41.7367
SWF,1998-01-15 23:45,12.08,1,12.17,-74.1048,41.5041
POU,1998-01-15 23:45,6.0,1,12.08,-73.8842,41.6266
NQA,1998-01-15 23:50,13.18,1,2.0,-89.8703,35.3567
ROC,1998-01-15 23:54,6.0,1,4.0,-77.6767,43.1167
HVN,1998-01-16 00:45,10.0,1,2.0,-72.8868,41.2638
ORH,1998-01-16 00:54,6.0,1,23.0,-71.8757,42.2673
MKL,1998-01-16 01:53,8.02,1,8.7,-88.9167,35.5931
BGM,1998-01-16 01:56,9.0,1,9.0,-75.9797,42.2086
