station,start_time,zr_hours,label,duration,lon,lat
END,2001-01-27 22:55,7.0,1,6.0,-97.9165,36.3392
SWO,2001-01-27 23:33,6.0,1,8.85,-97.0857,36.1612
GAG,2001-01-27 23:53,15.02,1,25.42,-99.7764,36.2955
GDP,2001-01-27 23:53,8.0,1,8.0,-104.8098,31.8331
OKC,2001-01-28 00:00,6.87,1,5.87,-97.6006,35.3889
PNC,2001-01-28 01:12,6.67,1,8.68,-97.1,36.73
WLD,2001-01-28 01:41,12.1,1,10.45,-97.0369,37.1681
IAB,2001-01-28 03:48,12.7,1,8.12,-97.2673,37.623000000000005
PPF,2001-01-28 04:24,10.93,1,8.47,-95.5042,37.3278
ICT,2001-01-28 04:26,11.33,1,7.5,-97.43,37.65
CNU,2001-01-28 05:26,10.82,1,7.12,-95.4842,37.6703
EMP,2001-01-28 06:53,14.1,1,32.0,-96.1897,38.3306
HUT,2001-01-28 08:24,10.02,1,25.48,-97.8606,38.0655
FOE,2001-01-28 09:27,8.65,1,8.43,-95.6636,38.9509
MCI,2001-01-28 09:36,10.28,1,9.28,-94.7139,39.2976
FLV,2001-01-28 09:36,10.28,1,9.28,-94.9147,39.3683
OJC,2001-01-28 09:53,9.02,1,9.77,-94.7392,38.85
LWC,2001-01-28 09:54,6.38,1,2.7,-95.2115,39.0077
TOP,2001-01-28 09:56,8.5,1,24.25,-95.62,39.07
MHK,2001-01-28 11:19,8.55,1,27.13,-96.6778,39.1353
SLN,2001-01-28 11:53,7.35,1,16.77,-97.6522,38.791
BAK,2001-01-28 20:50,6.0,1,2.0,-85.8963,39.2619
LWD,2001-01-28 20:56,7.0,1,16.0,-93.9005,40.6306
