station,start_time,zr_hours,label,duration,lon,lat
ILM,2014-02-11 16:25,16.18,1,24.47,-77.9,34.27
FLO,2014-02-11 18:42,29.8,1,29.75,-79.7239,34.1854
TYR,2014-02-11 19:53,8.35,1,8.15,-95.4024,32.3541
GGG,2014-02-11 20:49,15.23,1,15.07,-94.7115,32.384
CRE,2014-02-11 21:53,11.05,1,20.0,-78.7239,33.8118
SSC,2014-02-11 22:05,16.93,1,40.2,-80.47,33.97
DTN,2014-02-11 22:16,6.73,1,6.62,-93.745,32.5402
SHV,2014-02-11 22:27,9.73,1,11.78,-93.8244,32.4472
BAD,2014-02-11 22:31,9.57,1,14.43,-93.6626,32.5019
AEX,2014-02-11 22:41,6.15,1,16.62,-92.5586,31.3347
MMT,2014-02-12 00:18,11.0,1,29.17,-80.8,33.92
