station,start_time,zr_hours,label,duration,lon,lat
FIG,2015-12-28 23:27,2.55,0,4.45,-78.4117,41.0467
MPO,2015-12-28 23:44,8.9,1,14.87,-75.3794,41.1389
ELM,2015-12-29 00:03,3.02,0,2.83,-76.8994,42.1571
CYHM,2015-12-29 00:45,9.25,1,7.25,-79.934,43.172
DSV,2015-12-29 00:54,0.7,0,0.3,-77.71300000000001,42.5709
IAG,2015-12-29 01:12,2.38,0,5.87,-78.9462,43.1073
CYSN,2015-12-29 01:15,10.75,1,0.75,-79.1717,43.1917
CYYZ,2015-12-29 01:16,5.15,0,4.73,-79.6306,43.6772
BGM,2015-12-29 01:20,11.12,1,12.05,-75.9797,42.2086
ELZ,2015-12-29 01:26,1.6,0,4.62,-77.99,42.11
BUF,2015-12-29 01:30,4.4,0,3.4,-78.7358,42.9408
PEO,2015-12-29 01:41,3.75,0,7.2,-77.0529,42.6371
ROC,2015-12-29 02:42,4.2,0,3.92,-77.6767,43.1167
