station,start_time,end_time,zr_hours,label,duration
GFK,1982-11-02 17:00,1982-11-02 17:00,0.0,0,0.0
RST,1982-11-03 12:00,1982-11-03 12:00,0.0,0,0.0
INL,1982-11-05 15:00,1982-11-05 15:00,0.0,0,0.0
VTN,1982-11-10 01:00,1982-11-10 01:00,0.0,0,0.0
MSP,1982-11-22 03:00,1982-11-22 04:00,1.0,0,1.0
MWN,1982-11-23 02:00,1982-11-23 03:00,1.0,0,1.0
MKC,1982-11-23 12:00,1982-11-23 12:00,0.0,0,0.0
SZL,1982-11-23 13:00,1982-11-23 13:00,0.0,0,0.0
HLR,1982-11-24 14:00,1982-11-24 15:00,1.0,0,1.0
MAF,1982-11-24 21:00,1982-11-25 14:00,0.05,0,17.0
ABI,1982-11-24 22:00,1982-11-25 14:00,4.2,0,16.0
SJT,1982-11-25 00:00,1982-11-25 01:00,1.0,0,1.0
CDS,1982-11-25 01:00,1982-11-25 01:00,0.0,0,0.0
DYS,1982-11-25 01:00,1982-11-25 01:00,0.0,0,0.0
FSI,1982-11-25 04:00,1982-11-25 04:00,0.0,0,0.0
END,1982-11-25 05:00,1982-11-25 05:00,0.0,0,0.0
FYV,1982-11-25 11:00,1982-11-25 11:00,0.0,0,0.0
SBN,1982-11-26 11:00,1982-11-26 11:00,0.0,0,0.0
AMA,1982-11-27 05:00,1982-11-27 09:00,3.25,0,4.0
END,1982-11-27 09:00,1982-11-27 17:00,7.0,1,8.0
PNC,1982-11-27 12:00,1982-11-27 18:00,6.0,1,6.0
ICT,1982-11-27 16:00,1982-11-28 08:00,8.17,1,16.0
IAB,1982-11-27 16:00,1982-11-27 21:00,5.0,0,5.0
EMP,1982-11-27 17:00,1982-11-27 21:00,4.0,0,4.0
GAG,1982-11-27 18:38,1982-11-27 18:38,0.0,0,0.0
FRI,1982-11-27 19:00,1982-11-28 08:00,4.0,0,13.0
SLN,1982-11-27 19:00,1982-11-28 01:00,5.27,0,6.0
MHK,1982-11-27 20:00,1982-11-27 20:00,0.0,0,0.0
RSL,1982-11-27 21:00,1982-11-27 23:00,2.0,0,2.0
CNK,1982-11-27 23:00,1982-11-28 04:00,3.92,0,5.0
LNK,1982-11-28 02:00,1982-11-28 09:00,4.87,0,7.0
OMA,1982-11-28 02:00,1982-11-28 09:00,4.22,0,7.0
CBK,1982-11-28 03:00,1982-11-28 04:00,1.0,0,1.0
OFF,1982-11-28 03:00,1982-11-28 10:00,6.0,1,7.0
CID,1982-11-28 03:00,1982-11-28 10:00,4.0,0,7.0
GRI,1982-11-28 03:00,1982-11-28 04:00,0.65,0,1.0
GLD,1982-11-28 03:00,1982-11-28 04:00,1.0,0,1.0
SYF,1982-11-28 03:00,1982-11-28 04:00,1.0,0,1.0
DAY,1982-11-28 04:00,1982-11-28 11:00,6.0,1,7.0
OFK,1982-11-28 05:00,1982-11-28 06:00,1.0,0,1.0
DSM,1982-11-28 05:00,1982-11-28 10:00,2.72,0,5.0
GUS,1982-11-28 06:00,1982-11-28 08:00,2.0,0,2.0
SUX,1982-11-28 07:00,1982-11-28 14:00,5.0,0,7.0
FWA,1982-11-28 08:00,1982-11-28 11:00,3.0,0,3.0
ALO,1982-11-28 08:00,1982-11-28 13:00,3.53,0,5.0
RFD,1982-11-28 08:00,1982-11-28 13:00,3.77,0,5.0
LCK,1982-11-28 09:00,1982-11-28 11:00,2.0,0,2.0
ZZV,1982-11-28 09:00,1982-11-28 12:00,3.0,0,3.0
CMH,1982-11-28 09:07,1982-11-28 11:00,1.88,0,1.88
FDY,1982-11-28 10:00,1982-11-28 14:00,4.0,0,4.0
SBN,1982-11-28 10:00,1982-11-28 10:00,0.0,0,0.0
TOL,1982-11-28 11:00,1982-11-28 15:00,2.78,0,4.0
MCW,1982-11-28 11:00,1982-11-28 14:00,3.0,0,3.0
DBQ,1982-11-28 11:00,1982-11-28 12:00,1.0,0,1.0
CAK,1982-11-28 11:06,1982-11-28 15:00,3.9,0,3.9
MFD,1982-11-28 12:00,1982-11-28 12:00,0.0,0,0.0
MSN,1982-11-28 12:00,1982-11-28 15:00,3.0,0,3.0
BTL,1982-11-28 12:00,1982-11-28 14:00,1.25,0,2.0
AGC,1982-11-28 12:17,1982-11-28 12:17,0.0,0,0.0
CLE,1982-11-28 12:24,1982-11-28 14:00,1.6,0,1.6
PIT,1982-11-28 12:25,1982-11-28 12:25,0.0,0,0.0
DTW,1982-11-28 13:00,1982-11-28 13:00,0.0,0,0.0
JXN,1982-11-28 13:00,1982-11-28 16:00,3.0,0,3.0
LAN,1982-11-28 14:00,1982-11-28 15:00,0.22,0,1.0
JST,1982-11-28 14:00,1982-11-28 18:00,4.0,0,4.0
YNG,1982-11-28 14:00,1982-11-28 16:00,2.0,0,2.0
RST,1982-11-28 14:00,1982-11-28 18:00,0.7,0,4.0
GRR,1982-11-28 14:00,1982-11-28 15:00,1.0,0,1.0
AOO,1982-11-28 14:00,1982-11-28 18:00,4.0,0,4.0
MKG,1982-11-28 15:00,1982-11-28 16:00,0.42,0,1.0
DUJ,1982-11-28 15:10,1982-11-28 19:00,3.83,0,3.83
ILG,1982-11-28 16:30,1982-11-28 17:00,0.5,0,0.5
FRM,1982-11-28 17:00,1982-11-28 17:00,0.0,0,0.0
BFD,1982-11-28 17:00,1982-11-28 21:00,3.0,0,4.0
FKL,1982-11-28 17:00,1982-11-28 17:00,0.0,0,0.0
IPT,1982-11-28 17:29,1982-11-28 21:00,3.52,0,3.52
FSD,1982-11-28 17:40,1982-11-28 18:00,0.33,0,0.33
LNS,1982-11-28 18:00,1982-11-28 23:00,5.0,0,5.0
HTL,1982-11-28 18:00,1982-11-28 20:00,2.0,0,2.0
CXY,1982-11-28 19:00,1982-11-28 19:00,0.0,0,0.0
CWA,1982-11-28 19:00,1982-11-28 20:00,1.0,0,1.0
AVP,1982-11-28 20:00,1982-11-28 22:00,2.0,0,2.0
EAU,1982-11-28 20:00,1982-11-28 20:00,0.0,0,0.0
MSV,1982-11-28 21:00,1982-11-28 23:00,2.0,0,2.0
ELM,1982-11-28 21:00,1982-11-28 21:00,0.0,0,0.0
PLN,1982-11-28 21:00,1982-11-28 22:00,1.0,0,1.0
BGM,1982-11-28 21:00,1982-11-29 01:00,3.47,0,4.0
AUW,1982-11-28 21:00,1982-11-28 23:00,2.0,0,2.0
ABE,1982-11-28 21:05,1982-11-28 23:02,1.95,0,1.95
ITH,1982-11-28 23:00,1982-11-28 23:00,0.0,0,0.0
RHI,1982-11-28 23:00,1982-11-29 03:00,3.0,0,4.0
GFL,1982-11-29 01:00,1982-11-29 04:00,3.0,0,3.0
IMT,1982-11-29 01:00,1982-11-29 02:00,1.0,0,1.0
ALB,1982-11-29 02:00,1982-11-29 02:00,0.0,0,0.0
SAW,1982-11-29 02:00,1982-11-29 03:00,1.0,0,1.0
MSS,1982-11-29 02:00,1982-11-29 12:00,3.0,0,10.0
MPV,1982-11-29 03:00,1982-11-29 14:00,7.0,1,11.0
PBG,1982-11-29 03:00,1982-11-29 05:00,2.0,0,2.0
BTV,1982-11-29 03:00,1982-11-29 05:00,2.0,0,2.0
MWN,1982-11-29 05:00,1982-11-29 05:00,0.0,0,0.0
TVC,1982-11-29 06:00,1982-11-29 07:00,1.0,0,1.0
OLD,1982-11-29 15:00,1982-11-29 15:00,0.0,0,0.0
