station,start_time,end_time,zr_hours,label,duration
LIC,2019-10-10 06:25,2019-10-10 08:36,0.57,0,2.18
AKO,2019-10-10 06:58,2019-10-10 14:35,0.45,0,7.62
DEN,2019-10-10 07:23,2019-10-10 07:45,0.45,0,0.37
ITR,2019-10-10 08:08,2019-10-10 10:40,1.38,0,2.53
APA,2019-10-10 08:10,2019-10-10 09:40,0.92,0,1.5
FCS,2019-10-24 00:45,2019-10-24 00:45,0.02,0,0.0
CWN,2019-10-24 11:27,2019-10-24 14:29,2.07,0,3.03
LIC,2019-10-27 09:30,2019-10-27 09:32,0.08,0,0.03
CYBQ,2019-10-27 09:38,2019-10-27 11:25,0.33,0,1.78
AKO,2019-10-27 10:56,2019-10-27 11:30,0.15,0,0.57
TAD,2019-10-27 16:10,2019-10-28 10:40,4.57,0,18.5
PUB,2019-10-27 18:12,2019-10-28 09:20,0.65,0,15.13
ABH,2019-10-27 22:04,2019-10-29 16:15,2.27,0,42.18
CWN,2019-10-27 22:46,2019-10-27 23:13,0.85,0,0.45
CYBQ,2019-10-29 08:49,2019-10-29 13:49,4.68,0,5.0
LAA,2019-10-29 17:44,2019-10-30 00:20,1.55,0,6.6
LHX,2019-10-29 18:35,2019-10-29 23:50,0.67,0,5.25
CYYQ,2019-10-29 18:50,2019-10-29 18:50,0.17,0,0.0
TAD,2019-10-29 21:15,2019-10-29 22:05,0.42,0,0.83
ITR,2019-10-29 23:22,2019-10-29 23:45,0.47,0,0.38
CYPO,2019-10-31 12:18,2019-10-31 12:53,0.6,0,0.58
CYAY,2019-11-01 00:00,2019-11-05 00:24,24.2,1,96.4
CYQA,2019-11-01 07:08,2019-11-02 01:30,0.5,0,18.37
CYCA,2019-11-01 07:51,2019-11-02 10:35,0.75,0,26.73
CYKF,2019-11-01 07:52,2019-11-01 07:56,0.08,0,0.07
MIB,2019-11-01 08:39,2019-11-01 08:39,0.02,0,0.0
CYPQ,2019-11-01 09:47,2019-11-01 09:47,0.1,0,0.0
CYBQ,2019-11-01 10:49,2019-11-01 10:57,0.17,0,0.13
CYOY,2019-11-01 15:58,2019-11-01 16:02,0.45,0,0.07
CWN,2019-11-01 23:12,2019-11-01 23:12,0.07,0,0.0
CYYQ,2019-11-02 20:35,2019-11-02 20:54,0.42,0,0.32
CYRL,2019-11-02 23:00,2019-11-02 23:00,1.0,0,0.0
CYZE,2019-11-03 03:18,2019-11-03 03:24,0.12,0,0.1
CYQA,2019-11-03 06:57,2019-11-03 23:58,0.43,0,17.02
GTB,2019-11-03 13:08,2019-11-03 13:17,0.18,0,0.15
CYIV,2019-11-03 17:09,2019-11-03 18:00,1.07,0,0.85
CYMH,2019-11-04 01:02,2019-11-04 01:06,0.08,0,0.07
CYCA,2019-11-04 05:05,2019-11-04 05:15,0.18,0,0.17
CYTL,2019-11-04 08:30,2019-11-04 08:55,0.52,0,0.42
CYLD,2019-11-04 20:34,2019-11-04 21:00,1.1,0,0.43
CYNM,2019-11-05 10:02,2019-11-05 10:02,0.03,0,0.0
CYQA,2019-11-05 22:24,2019-11-05 23:30,0.3,0,1.1
FSD,2019-11-06 03:05,2019-11-06 08:25,5.33,0,5.33
MHE,2019-11-06 04:53,2019-11-06 08:00,2.42,0,3.12
EST,2019-11-06 07:35,2019-11-06 08:05,0.67,0,0.5
RAP,2019-11-06 08:20,2019-11-06 08:45,0.5,0,0.42
CZUM,2019-11-06 10:33,2019-11-06 10:38,0.1,0,0.08
CDR,2019-11-06 11:43,2019-11-06 18:20,3.22,0,6.62
CYSC,2019-11-06 14:10,2019-11-06 14:15,0.1,0,0.08
1BW,2019-11-06 15:58,2019-11-07 00:58,4.0,0,9.0
CYGV,2019-11-06 19:54,2019-11-06 19:55,0.03,0,0.02
AKO,2019-11-06 22:04,2019-11-07 00:20,0.4,0,2.27
ITR,2019-11-06 22:47,2019-11-07 05:20,4.67,0,6.55
GLD,2019-11-07 00:20,2019-11-07 01:25,1.08,0,1.08
ENW,2019-11-07 01:05,2019-11-07 01:25,0.38,0,0.33
UGN,2019-11-07 01:19,2019-11-07 02:10,0.93,0,0.85
CYPQ,2019-11-07 01:49,2019-11-07 04:15,1.4,0,2.43
ORD,2019-11-07 02:55,2019-11-07 04:45,1.92,0,1.83
CYYR,2019-11-07 03:00,2019-11-07 03:00,0.28,0,0.0
LHX,2019-11-07 03:05,2019-11-07 04:55,1.38,0,1.83
TAD,2019-11-07 03:13,2019-11-07 04:35,0.8,0,1.37
ARR,2019-11-07 03:15,2019-11-07 05:30,0.98,0,2.25
LAN,2019-11-07 03:50,2019-11-07 03:53,0.08,0,0.05
DPA,2019-11-07 03:55,2019-11-07 04:55,0.47,0,1.0
LAA,2019-11-07 04:00,2019-11-07 06:10,1.47,0,2.17
MDW,2019-11-07 04:02,2019-11-07 04:25,0.47,0,0.38
CWN,2019-11-07 04:57,2019-11-07 08:58,4.03,0,4.02
CYKF,2019-11-07 05:16,2019-11-07 05:33,0.3,0,0.28
CYAY,2019-11-07 05:25,2019-11-07 06:00,1.02,0,0.58
FCS,2019-11-07 06:58,2019-11-07 09:13,1.82,0,2.25
GAG,2019-11-07 08:05,2019-11-07 11:50,2.43,0,3.75
BGD,2019-11-07 08:45,2019-11-07 13:10,1.35,0,4.42
CSM,2019-11-07 13:33,2019-11-07 15:10,0.93,0,1.62
LBB,2019-11-07 13:35,2019-11-07 16:00,2.45,0,2.42
DKK,2019-11-07 14:04,2019-11-07 14:15,0.27,0,0.18
GTB,2019-11-07 14:12,2019-11-07 14:12,0.52,0,0.0
CYNA,2019-11-07 15:18,2019-11-07 16:00,0.48,0,0.7
ELZ,2019-11-07 16:43,2019-11-07 17:05,0.45,0,0.37
GKJ,2019-11-07 22:09,2019-11-07 22:15,0.18,0,0.1
CYNM,2019-11-07 22:18,2019-11-08 03:14,1.55,0,4.93
BKW,2019-11-08 05:48,2019-11-08 05:55,0.2,0,0.12
CYBR,2019-11-08 21:04,2019-11-08 21:04,0.37,0,0.0
CYAY,2019-11-08 22:56,2019-11-11 14:15,9.83,1,63.32
CYQX,2019-11-09 03:27,2019-11-09 04:00,0.78,0,0.55
PLN,2019-11-09 14:54,2019-11-09 16:35,1.72,0,1.68
AXN,2019-11-09 19:10,2019-11-09 21:30,2.42,0,2.33
XWA,2019-11-09 20:52,2019-11-09 20:52,0.17,0,0.0
CYSB,2019-11-09 21:07,2019-11-10 00:00,3.88,0,2.88
CYYB,2019-11-09 21:31,2019-11-09 21:31,0.28,0,0.0
RCA,2019-11-10 13:38,2019-11-10 13:38,0.1,0,0.0
ICR,2019-11-10 15:25,2019-11-10 20:30,4.37,0,5.08
RAP,2019-11-10 16:35,2019-11-10 18:52,1.97,0,2.28
PHP,2019-11-10 18:30,2019-11-10 19:40,0.92,0,1.17
VTN,2019-11-10 19:44,2019-11-11 00:10,2.17,0,4.43
CDR,2019-11-10 20:20,2019-11-10 21:50,1.55,0,1.5
IEN,2019-11-10 21:10,2019-11-10 21:16,0.17,0,0.1
CYKF,2019-11-10 23:03,2019-11-11 00:05,0.15,0,1.03
BBW,2019-11-10 23:25,2019-11-11 01:40,2.0,0,2.25
1BW,2019-11-10 23:58,2019-11-11 03:58,2.0,0,4.0
BFF,2019-11-11 04:05,2019-11-11 04:15,0.25,0,0.17
SNY,2019-11-11 04:35,2019-11-11 05:00,0.5,0,0.42
AKO,2019-11-11 04:50,2019-11-11 06:10,0.42,0,1.33
BKF,2019-11-11 04:52,2019-11-11 04:58,0.47,0,0.1
GLD,2019-11-11 05:10,2019-11-11 07:35,1.68,0,2.42
IML,2019-11-11 05:15,2019-11-11 05:40,0.45,0,0.42
ITR,2019-11-11 05:28,2019-11-11 08:35,1.63,0,3.12
1NW,2019-11-11 05:58,2019-11-11 05:58,1.0,0,0.0
MTC,2019-11-11 06:05,2019-11-11 06:56,0.55,0,0.85
EMP,2019-11-11 08:05,2019-11-11 13:15,3.98,0,5.17
FOE,2019-11-11 08:33,2019-11-11 09:50,0.38,0,1.28
LIC,2019-11-11 08:40,2019-11-11 08:40,0.08,0,0.0
OJC,2019-11-11 09:11,2019-11-11 10:40,0.73,0,1.48
TAD,2019-11-11 09:20,2019-11-11 12:50,0.77,0,3.5
IAB,2019-11-11 09:37,2019-11-11 12:56,0.65,0,3.32
LHX,2019-11-11 09:45,2019-11-11 10:31,0.42,0,0.77
BEC,2019-11-11 10:15,2019-11-11 10:15,0.33,0,0.0
DDC,2019-11-11 10:15,2019-11-11 10:45,0.42,0,0.5
GAG,2019-11-11 10:25,2019-11-11 13:15,0.55,0,2.83
IXD,2019-11-11 10:30,2019-11-11 11:40,0.17,0,1.17
ICT,2019-11-11 10:35,2019-11-11 11:25,0.92,0,0.83
MKC,2019-11-11 11:54,2019-11-11 12:18,0.27,0,0.4
DMO,2019-11-11 12:03,2019-11-11 12:05,0.05,0,0.03
CNU,2019-11-11 12:15,2019-11-11 13:35,0.58,0,1.33
END,2019-11-11 12:36,2019-11-11 14:56,2.83,0,2.33
SZL,2019-11-11 12:44,2019-11-11 12:44,0.2,0,0.0
PPF,2019-11-11 13:20,2019-11-11 13:35,0.3,0,0.25
GOK,2019-11-11 13:53,2019-11-11 17:05,2.77,0,3.2
JLN,2019-11-11 14:35,2019-11-11 18:00,2.85,0,3.42
WDG,2019-11-11 14:59,2019-11-11 14:59,2.0,0,0.0
DFI,2019-11-11 15:05,2019-11-11 15:10,0.17,0,0.08
TUL,2019-11-11 15:13,2019-11-11 15:40,0.48,0,0.45
TOL,2019-11-11 15:17,2019-11-11 17:40,2.05,0,2.38
CMI,2019-11-11 15:34,2019-11-11 15:35,0.1,0,0.02
TIK,2019-11-11 16:02,2019-11-11 16:36,0.25,0,0.57
CFV,2019-11-11 16:35,2019-11-11 16:45,0.25,0,0.17
VIH,2019-11-11 16:35,2019-11-11 16:53,0.33,0,0.3
TDZ,2019-11-11 16:40,2019-11-11 17:10,0.58,0,0.5
ROG,2019-11-11 16:53,2019-11-11 19:45,2.27,0,2.87
FSI,2019-11-11 16:57,2019-11-11 16:57,0.08,0,0.0
SGF,2019-11-11 17:05,2019-11-11 17:15,0.23,0,0.17
FWA,2019-11-11 17:07,2019-11-11 18:00,0.93,0,0.88
RVS,2019-11-11 17:15,2019-11-11 18:40,1.48,0,1.42
EYE,2019-11-11 17:55,2019-11-12 02:45,0.83,0,8.83
SPS,2019-11-11 18:05,2019-11-11 18:40,0.67,0,0.58
FDY,2019-11-11 18:10,2019-11-11 19:55,0.53,0,1.75
AOH,2019-11-11 18:11,2019-11-11 19:20,0.85,0,1.15
DKK,2019-11-11 18:20,2019-11-11 18:20,0.08,0,0.0
UNO,2019-11-11 18:29,2019-11-11 21:14,1.57,0,2.75
HRO,2019-11-11 18:45,2019-11-11 21:25,2.08,0,2.67
ASG,2019-11-11 18:48,2019-11-11 18:48,1.0,0,0.0
MIE,2019-11-11 19:00,2019-11-11 19:20,0.35,0,0.33
MDH,2019-11-11 19:47,2019-11-11 20:10,0.47,0,0.38
BPK,2019-11-11 19:50,2019-11-11 21:00,1.25,0,1.17
FYV,2019-11-11 19:53,2019-11-11 20:00,0.2,0,0.12
PEO,2019-11-11 20:23,2019-11-11 23:40,2.12,0,3.28
GDP,2019-11-11 20:42,2019-11-11 20:51,0.5,0,0.15
CGI,2019-11-11 20:55,2019-11-11 20:55,0.07,0,0.0
PAH,2019-11-11 21:53,2019-11-11 22:45,0.62,0,0.87
HAO,2019-11-11 22:00,2019-11-11 22:35,0.58,0,0.58
MGY,2019-11-11 22:10,2019-11-11 22:35,0.5,0,0.42
DSV,2019-11-11 23:03,2019-11-11 23:10,0.2,0,0.12
IWI,2019-11-11 23:10,2019-11-12 15:25,4.65,0,16.25
ACT,2019-11-11 23:40,2019-11-12 00:40,0.42,0,1.0
RME,2019-11-12 00:10,2019-11-12 00:20,0.17,0,0.17
FZY,2019-11-12 00:15,2019-11-12 00:25,0.3,0,0.17
HKA,2019-11-12 00:25,2019-11-12 00:36,0.25,0,0.18
BMQ,2019-11-12 01:40,2019-11-12 01:55,0.33,0,0.25
MWN,2019-11-12 01:52,2019-11-12 10:52,5.05,0,9.0
BFD,2019-11-12 02:10,2019-11-12 03:45,1.67,0,1.58
JCT,2019-11-12 02:15,2019-11-12 02:25,0.25,0,0.17
GTB,2019-11-12 02:21,2019-11-12 02:56,0.72,0,0.58
LEB,2019-11-12 02:25,2019-11-12 12:30,2.53,0,10.08
AUG,2019-11-12 02:35,2019-11-12 16:35,8.07,1,14.0
ELZ,2019-11-12 02:55,2019-11-12 04:20,1.5,0,1.42
GRK,2019-11-12 03:30,2019-11-12 04:40,1.27,0,1.17
BNA,2019-11-12 03:48,2019-11-12 03:48,0.03,0,0.0
BGR,2019-11-12 03:50,2019-11-12 17:30,10.42,1,13.67
ITH,2019-11-12 04:24,2019-11-12 05:25,1.0,0,1.02
MPV,2019-11-12 04:33,2019-11-12 10:33,2.4,0,6.0
MQY,2019-11-12 04:45,2019-11-12 04:56,0.25,0,0.18
ELM,2019-11-12 05:10,2019-11-12 05:40,0.58,0,0.5
FST,2019-11-12 06:00,2019-11-12 08:55,2.25,0,2.92
BGM,2019-11-12 06:00,2019-11-12 07:46,1.75,0,1.77
MNN,2019-11-12 06:25,2019-11-12 06:50,0.38,0,0.42
CYFC,2019-11-12 06:26,2019-11-12 12:38,3.18,0,6.2
1M4,2019-11-12 06:30,2019-11-12 09:25,1.03,0,2.92
CSV,2019-11-12 06:40,2019-11-12 06:40,0.07,0,0.0
CYCX,2019-11-12 07:16,2019-11-12 16:00,7.48,1,8.73
MVL,2019-11-12 07:35,2019-11-12 08:00,0.43,0,0.42
DCU,2019-11-12 07:39,2019-11-12 09:15,1.1,0,1.6
HSV,2019-11-12 07:50,2019-11-12 09:25,1.08,0,1.58
GFL,2019-11-12 07:50,2019-11-12 09:55,1.5,0,2.08
CYQM,2019-11-12 08:00,2019-11-12 10:11,2.75,0,2.18
MLT,2019-11-12 08:45,2019-11-12 17:25,7.1,1,8.67
ALB,2019-11-12 08:50,2019-11-12 11:05,2.28,0,2.25
DLF,2019-11-12 08:59,2019-11-12 11:24,1.15,0,2.42
HDO,2019-11-12 09:05,2019-11-12 12:00,1.75,0,2.92
VSF,2019-11-12 09:35,2019-11-12 10:43,1.25,0,1.13
BML,2019-11-12 10:38,2019-11-12 12:40,2.07,0,2.03
DDH,2019-11-12 10:50,2019-11-12 11:20,0.58,0,0.5
MPO,2019-11-12 10:50,2019-11-12 11:04,0.25,0,0.23
IZG,2019-11-12 10:51,2019-11-12 14:45,2.38,0,3.9
DRT,2019-11-12 10:53,2019-11-12 12:00,1.2,0,1.12
PSF,2019-11-12 11:20,2019-11-12 12:20,1.05,0,1.0
AQW,2019-11-12 11:21,2019-11-12 11:43,0.52,0,0.37
DAW,2019-11-12 11:35,2019-11-12 15:00,1.1,0,3.42
HUL,2019-11-12 11:40,2019-11-12 18:35,6.7,1,6.92
SAT,2019-11-12 11:40,2019-11-12 13:05,1.48,0,1.42
AFN,2019-11-12 11:52,2019-11-12 12:15,0.47,0,0.38
RND,2019-11-12 12:24,2019-11-12 12:24,0.02,0,0.0
AVL,2019-11-12 13:40,2019-11-12 13:50,0.23,0,0.17
PWM,2019-11-12 14:30,2019-11-12 15:51,1.38,0,1.35
CYJT,2019-11-12 15:16,2019-11-12 16:00,1.73,0,0.73
CYQX,2019-11-12 17:51,2019-11-12 19:22,0.83,0,1.52
CYDF,2019-11-12 18:55,2019-11-12 23:24,3.33,0,4.48
CYNA,2019-11-13 00:11,2019-11-13 08:42,5.9,0,8.52
CYBX,2019-11-13 00:22,2019-11-13 01:00,1.3,0,0.63
CYAY,2019-11-13 00:34,2019-11-13 22:54,6.55,1,22.33
FSD,2019-11-13 11:55,2019-11-13 12:00,0.13,0,0.08
OFK,2019-11-13 13:35,2019-11-13 14:50,1.33,0,1.25
CYYR,2019-11-13 15:07,2019-11-13 16:00,1.88,0,0.88
MSS,2019-11-15 05:05,2019-11-15 05:40,0.67,0,0.58
CYZE,2019-11-15 05:06,2019-11-15 05:11,0.13,0,0.08
CYRQ,2019-11-15 05:54,2019-11-15 06:51,1.05,0,0.95
CYCX,2019-11-15 07:11,2019-11-15 09:00,1.77,0,1.82
CYQA,2019-11-15 08:22,2019-11-15 09:43,1.42,0,1.35
CYHU,2019-11-15 08:44,2019-11-15 20:40,1.4,0,11.93
CYNA,2019-11-15 12:49,2019-11-15 23:31,0.43,0,10.7
SLK,2019-11-15 14:04,2019-11-15 16:05,1.18,0,2.02
CYAY,2019-11-15 21:58,2019-11-16 08:54,6.67,1,10.93
ELZ,2019-11-15 22:15,2019-11-15 22:35,0.3,0,0.33
BFD,2019-11-15 23:50,2019-11-15 23:53,0.08,0,0.05
CYBR,2019-11-16 05:18,2019-11-16 06:00,1.05,0,0.7
CZSJ,2019-11-16 15:55,2019-11-17 05:45,2.22,0,13.83
CZMD,2019-11-16 16:00,2019-11-16 16:00,1.0,0,0.0
CYTL,2019-11-16 16:06,2019-11-16 18:10,1.4,0,2.07
CYDN,2019-11-16 20:22,2019-11-16 20:54,0.57,0,0.53
CYAH,2019-11-16 22:34,2019-11-16 23:04,0.52,0,0.5
CYAT,2019-11-17 01:43,2019-11-17 02:50,1.17,0,1.12
CYPH,2019-11-17 12:21,2019-11-18 03:57,0.43,0,15.6
ACY,2019-11-17 13:10,2019-11-17 15:00,1.5,0,1.83
CYKP,2019-11-18 00:16,2019-11-18 00:16,0.52,0,0.0
CYQD,2019-11-18 04:41,2019-11-19 05:11,0.98,0,24.5
PLN,2019-11-18 13:35,2019-11-18 13:45,0.32,0,0.17
CYMU,2019-11-18 15:15,2019-11-18 15:15,0.27,0,0.0
CYLD,2019-11-18 18:14,2019-11-18 21:00,3.23,0,2.77
BGR,2019-11-18 21:16,2019-11-19 01:35,4.4,0,4.32
MWN,2019-11-19 02:59,2019-11-19 02:59,1.0,0,0.0
CAR,2019-11-19 04:35,2019-11-19 10:15,5.67,0,5.67
SLK,2019-11-19 05:27,2019-11-19 13:35,7.5,1,8.13
MLT,2019-11-19 06:40,2019-11-19 08:55,2.33,0,2.25
HUL,2019-11-19 07:10,2019-11-19 20:18,2.57,0,13.13
CYCK,2019-11-19 08:37,2019-11-19 12:49,0.83,0,4.2
CYDF,2019-11-19 08:52,2019-11-19 13:00,4.45,0,4.13
PQI,2019-11-19 08:55,2019-11-19 08:56,0.08,0,0.02
PBG,2019-11-19 09:10,2019-11-19 12:20,3.18,0,3.17
GFL,2019-11-19 09:15,2019-11-19 11:28,2.33,0,2.22
CYUL,2019-11-19 09:28,2019-11-19 16:00,5.48,0,6.53
BTV,2019-11-19 09:50,2019-11-19 17:00,7.17,1,7.17
CYMX,2019-11-19 10:00,2019-11-19 14:00,5.0,0,4.0
MPV,2019-11-19 10:35,2019-11-19 14:15,3.68,0,3.67
DBQ,2019-11-19 10:40,2019-11-19 10:55,0.33,0,0.25
DDH,2019-11-19 11:02,2019-11-19 11:17,0.3,0,0.25
CYHU,2019-11-19 11:52,2019-11-19 17:26,2.0,0,5.57
CYSC,2019-11-19 13:31,2019-11-19 23:57,3.67,0,10.43
CYAY,2019-11-19 14:42,2019-11-20 09:15,2.9,0,18.55
CYRQ,2019-11-19 16:07,2019-11-20 10:41,1.65,0,18.57
CYNA,2019-11-19 19:06,2019-11-19 19:26,0.35,0,0.33
CYHD,2019-11-20 00:06,2019-11-20 06:19,0.67,0,6.22
CZSJ,2019-11-20 01:01,2019-11-20 07:38,0.77,0,6.62
CZMD,2019-11-20 03:00,2019-11-20 03:00,1.0,0,0.0
DIK,2019-11-20 15:45,2019-11-20 15:51,0.17,0,0.1
HEI,2019-11-20 17:15,2019-11-20 19:05,0.48,0,1.83
RCA,2019-11-20 23:49,2019-11-20 23:49,0.08,0,0.0
CYSC,2019-11-21 01:45,2019-11-21 02:37,0.88,0,0.87
GFK,2019-11-21 02:50,2019-11-21 03:50,1.05,0,1.0
PKD,2019-11-21 06:10,2019-11-21 06:20,0.25,0,0.17
ICR,2019-11-21 06:18,2019-11-21 06:25,0.2,0,0.12
CYUY,2019-11-21 07:04,2019-11-21 07:04,0.27,0,0.0
CYPH,2019-11-21 08:32,2019-11-21 09:10,0.17,0,0.63
CYGW,2019-11-21 11:56,2019-11-21 11:59,0.07,0,0.05
INL,2019-11-21 12:55,2019-11-21 13:15,0.42,0,0.33
CYAY,2019-11-21 13:39,2019-11-21 18:59,0.4,0,5.33
CWN,2019-11-21 13:58,2019-11-22 12:19,12.37,1,22.35
LIC,2019-11-21 14:45,2019-11-21 14:50,0.17,0,0.08
PUB,2019-11-21 15:25,2019-11-21 16:38,0.18,0,1.22
SLK,2019-11-22 02:00,2019-11-22 02:45,0.83,0,0.75
GFL,2019-11-22 02:30,2019-11-22 02:58,0.37,0,0.47
CYTS,2019-11-22 03:00,2019-11-22 03:00,0.22,0,0.0
CYVO,2019-11-22 03:49,2019-11-22 03:49,0.17,0,0.0
VSF,2019-11-22 04:20,2019-11-22 04:45,0.5,0,0.42
LEB,2019-11-22 04:20,2019-11-22 05:00,0.75,0,0.67
SLN,2019-11-22 04:53,2019-11-22 05:10,0.37,0,0.28
LAA,2019-11-22 05:00,2019-11-22 07:55,1.6,0,2.92
LHX,2019-11-22 05:15,2019-11-22 05:30,0.28,0,0.25
CON,2019-11-22 05:20,2019-11-22 05:55,0.7,0,0.58
CYRQ,2019-11-22 05:21,2019-11-22 08:17,1.13,0,2.93
CYRJ,2019-11-22 05:49,2019-11-22 07:17,0.35,0,1.47
IZG,2019-11-22 06:15,2019-11-22 06:35,0.5,0,0.33
HIE,2019-11-22 06:30,2019-11-22 10:20,0.95,0,3.83
BGR,2019-11-22 10:10,2019-11-22 10:25,0.33,0,0.25
MLT,2019-11-22 10:13,2019-11-22 10:30,0.35,0,0.28
CYQB,2019-11-22 10:27,2019-11-22 11:00,1.2,0,0.55
HUL,2019-11-22 11:05,2019-11-22 12:10,1.17,0,1.08
CYOY,2019-11-22 11:23,2019-11-22 13:14,1.23,0,1.85
CAR,2019-11-22 12:15,2019-11-22 16:38,0.73,0,4.38
PQI,2019-11-22 12:25,2019-11-22 12:27,0.08,0,0.03
FVE,2019-11-22 12:45,2019-11-22 18:16,2.0,0,5.52
CYCX,2019-11-22 12:47,2019-11-22 14:00,1.42,0,1.22
CYFC,2019-11-22 13:01,2019-11-22 13:06,0.18,0,0.08
CYYY,2019-11-22 14:06,2019-11-22 16:28,2.43,0,2.37
EMP,2019-11-22 14:29,2019-11-22 14:45,0.35,0,0.27
HUT,2019-11-22 14:30,2019-11-22 16:40,0.73,0,2.17
CYNA,2019-11-22 19:08,2019-11-23 05:04,2.62,0,9.93
CYPH,2019-11-22 19:30,2019-11-22 19:39,0.25,0,0.15
CYBQ,2019-11-23 04:08,2019-11-24 16:52,0.68,0,36.73
COU,2019-11-23 05:25,2019-11-23 07:27,0.42,0,2.03
CYAH,2019-11-23 06:02,2019-11-23 06:46,0.75,0,0.73
SPI,2019-11-23 08:00,2019-11-23 08:10,0.25,0,0.17
CYPX,2019-11-23 11:07,2019-11-23 11:13,0.22,0,0.1
CYKP,2019-11-24 01:06,2019-11-24 01:25,0.33,0,0.32
CYQK,2019-11-24 01:20,2019-11-24 01:20,0.28,0,0.0
CZSJ,2019-11-24 02:31,2019-11-24 08:19,0.75,0,5.8
MPO,2019-11-24 03:15,2019-11-24 14:05,7.73,1,10.83
BFD,2019-11-24 03:20,2019-11-24 05:35,2.17,0,2.25
BGM,2019-11-24 04:55,2019-11-24 05:45,0.92,0,0.83
PSF,2019-11-24 06:35,2019-11-24 10:58,2.67,0,4.38
CYAH,2019-11-24 06:50,2019-11-24 07:23,0.57,0,0.55
DDH,2019-11-24 08:05,2019-11-24 10:45,0.75,0,2.67
ASH,2019-11-24 08:50,2019-11-24 10:25,1.27,0,1.58
SLK,2019-11-24 09:05,2019-11-24 09:27,0.42,0,0.37
MHT,2019-11-24 09:10,2019-11-24 09:30,0.42,0,0.33
ORE,2019-11-24 09:30,2019-11-24 10:45,1.37,0,1.25
CON,2019-11-24 09:50,2019-11-24 13:05,3.33,0,3.25
CYDF,2019-11-24 10:00,2019-11-24 10:00,0.23,0,0.0
DAW,2019-11-24 10:00,2019-11-24 13:00,2.17,0,3.0
AFN,2019-11-24 10:00,2019-11-24 13:05,3.15,0,3.08
PWM,2019-11-24 11:45,2019-11-24 16:25,2.92,0,4.67
GFL,2019-11-24 12:00,2019-11-24 12:35,0.67,0,0.58
CYMO,2019-11-24 12:02,2019-11-24 12:38,0.55,0,0.6
MUI,2019-11-24 13:56,2019-11-24 15:15,0.6,0,1.32
VSF,2019-11-24 14:15,2019-11-24 15:00,0.83,0,0.75
LEB,2019-11-24 15:40,2019-11-24 19:29,3.72,0,3.82
IZG,2019-11-24 16:05,2019-11-24 20:20,3.87,0,4.25
AUG,2019-11-24 16:15,2019-11-24 18:40,2.58,0,2.42
BGR,2019-11-24 17:45,2019-11-24 18:25,0.75,0,0.67
HIE,2019-11-24 18:15,2019-11-24 20:00,0.85,0,1.75
CYNM,2019-11-24 19:09,2019-11-25 15:07,0.93,0,19.97
CYCX,2019-11-24 22:36,2019-11-25 02:15,3.47,0,3.65
CYFC,2019-11-24 22:43,2019-11-25 00:50,1.0,0,2.12
MLT,2019-11-25 00:06,2019-11-25 04:35,3.57,0,4.48
HUL,2019-11-25 00:35,2019-11-25 06:10,5.1,0,5.58
CYVO,2019-11-25 03:26,2019-11-25 03:42,0.28,0,0.27
CYGV,2019-11-25 05:51,2019-11-25 05:59,0.18,0,0.13
CZUM,2019-11-25 10:53,2019-11-25 17:29,0.85,0,6.6
CYKP,2019-11-25 11:15,2019-11-26 00:58,0.93,0,13.72
CYGP,2019-11-25 11:39,2019-11-25 11:39,0.35,0,0.0
CYDN,2019-11-25 20:30,2019-11-25 22:48,1.67,0,2.3
CYPX,2019-11-25 21:02,2019-11-25 21:08,0.17,0,0.1
RDR,2019-11-26 02:44,2019-11-26 02:44,0.05,0,0.0
CYVO,2019-11-26 07:52,2019-11-26 09:22,0.8,0,1.5
CYHD,2019-11-26 16:17,2019-11-27 09:28,1.25,0,17.18
HLC,2019-11-26 16:21,2019-11-26 19:45,3.0,0,3.4
