station,start_time,end_time,zr_hours,label,duration
OFF,1991-11-01 06:00,1991-11-01 06:00,0.0,0,0.0
MCW,1991-11-01 06:00,1991-11-01 09:00,2.37,0,3.0
RST,1991-11-01 06:00,1991-11-01 12:00,6.0,1,6.0
IAB,1991-11-01 09:00,1991-11-01 09:00,0.0,0,0.0
UIN,1991-11-01 18:00,1991-11-01 18:00,0.0,0,0.0
HON,1991-11-05 08:20,1991-11-05 12:05,3.75,0,3.75
OFK,1991-11-05 09:00,1991-11-05 09:00,0.0,0,0.0
FSD,1991-11-05 10:09,1991-11-05 13:00,2.85,0,2.85
LNK,1991-11-05 12:00,1991-11-05 13:00,0.62,0,1.0
OFF,1991-11-05 12:00,1991-11-05 13:00,1.0,0,1.0
EST,1991-11-05 12:00,1991-11-05 14:00,2.0,0,2.0
CID,1991-11-05 15:00,1991-11-05 18:00,0.15,0,3.0
BFF,1991-11-06 14:00,1991-11-06 14:00,0.0,0,0.0
SZL,1991-11-07 07:00,1991-11-07 07:00,0.0,0,0.0
PWA,1991-11-07 09:08,1991-11-07 18:00,2.9,0,8.87
OKC,1991-11-07 09:16,1991-11-07 18:30,1.82,0,9.23
FSI,1991-11-07 21:00,1991-11-07 22:00,1.0,0,1.0
LAW,1991-11-07 21:36,1991-11-07 21:36,0.0,0,0.0
SPS,1991-11-07 22:00,1991-11-07 22:00,0.0,0,0.0
ISN,1991-11-09 12:00,1991-11-09 12:00,0.0,0,0.0
MIB,1991-11-09 12:00,1991-11-09 12:00,0.0,0,0.0
ISO,1991-11-09 14:00,1991-11-09 15:00,1.0,0,1.0
RDR,1991-11-09 14:00,1991-11-09 14:00,0.0,0,0.0
FAR,1991-11-09 15:00,1991-11-09 20:00,3.48,0,5.0
INL,1991-11-09 17:00,1991-11-09 17:00,0.0,0,0.0
JMS,1991-11-09 19:00,1991-11-09 19:00,0.0,0,0.0
DLH,1991-11-09 20:00,1991-11-10 00:00,3.0,0,4.0
ABR,1991-11-09 22:39,1991-11-10 00:00,1.35,0,1.35
PBH,1991-11-09 23:00,1991-11-09 23:00,0.0,0,0.0
SAW,1991-11-10 00:00,1991-11-10 05:00,2.0,0,5.0
CMX,1991-11-10 02:00,1991-11-10 02:00,0.0,0,0.0
