station,start_time,end_time,zr_hours,label,duration
AFF,2012-10-05 12:55,2012-10-06 12:55,2.93,0,24.0
AKO,2012-10-05 23:45,2012-10-06 10:26,2.95,0,10.68
ABH,2012-10-06 04:30,2012-10-06 05:56,2.37,0,1.43
FCS,2012-10-06 12:33,2012-10-06 12:55,1.07,0,0.37
ITR,2012-10-06 12:49,2012-10-06 13:53,1.25,0,1.07
CYBQ,2012-10-11 08:33,2012-10-11 08:33,0.17,0,0.0
CYBQ,2012-10-18 16:21,2012-10-19 00:17,0.63,0,7.93
CYNE,2012-10-24 09:45,2012-10-24 10:00,0.32,0,0.25
CYDN,2012-10-26 00:17,2012-10-26 00:24,0.3,0,0.12
CYYQ,2012-10-26 02:11,2012-10-26 18:00,9.97,1,15.82
CYVP,2012-10-26 11:28,2012-10-26 12:00,0.85,0,0.53
CYPX,2012-10-26 12:00,2012-10-26 17:00,3.53,0,5.0
CYHA,2012-10-26 14:00,2012-10-26 19:00,5.53,0,5.0
CYKG,2012-10-26 18:00,2012-10-26 21:00,17.5,1,3.0
CYZG,2012-10-26 21:00,2012-10-26 21:00,41.0,1,0.0
FCS,2012-10-27 08:01,2012-10-27 08:13,0.48,0,0.2
CYFO,2012-10-29 16:44,2012-10-29 16:44,0.27,0,0.0
CYVP,2012-10-30 04:00,2012-10-30 04:00,1.0,0,0.0
CYYL,2012-10-31 00:14,2012-10-31 00:25,0.27,0,0.18
CYGX,2012-10-31 04:46,2012-10-31 09:32,2.83,0,4.77
CYYU,2012-11-01 02:06,2012-11-01 04:00,2.32,0,1.9
CYTL,2012-11-01 05:16,2012-11-01 23:51,1.57,0,18.58
CYTS,2012-11-01 07:25,2012-11-01 08:00,1.58,0,0.58
CYTR,2012-11-01 08:00,2012-11-01 08:14,0.35,0,0.23
CYHD,2012-11-01 08:02,2012-11-01 08:19,0.22,0,0.28
CYOY,2012-11-01 19:49,2012-11-01 20:08,0.32,0,0.32
CYBN,2012-11-02 08:51,2012-11-02 12:40,1.13,0,3.82
ISN,2012-11-02 08:58,2012-11-02 08:58,0.2,0,0.0
CYLD,2012-11-02 10:12,2012-11-02 13:00,1.65,0,2.8
DIK,2012-11-02 12:13,2012-11-02 16:32,2.75,0,4.32
CYIK,2012-11-02 20:00,2012-11-02 20:00,0.5,0,0.0
BFD,2012-11-03 00:26,2012-11-03 07:28,0.57,0,7.03
MIB,2012-11-03 07:16,2012-11-03 12:03,1.45,0,4.78
JST,2012-11-03 07:54,2012-11-03 08:12,0.43,0,0.3
CYZR,2012-11-03 14:30,2012-11-06 02:17,7.3,1,59.78
CYOY,2012-11-03 18:04,2012-11-03 18:27,0.5,0,0.38
CYYL,2012-11-04 08:13,2012-11-04 08:18,0.7,0,0.08
ISN,2012-11-04 10:18,2012-11-04 10:52,1.43,0,0.57
ITH,2012-11-04 11:27,2012-11-04 11:27,0.48,0,0.0
DIK,2012-11-04 11:31,2012-11-04 13:24,1.73,0,1.88
HEI,2012-11-04 13:42,2012-11-04 13:42,0.18,0,0.0
BIS,2012-11-04 15:47,2012-11-04 15:52,0.25,0,0.08
MIB,2012-11-04 16:13,2012-11-04 16:51,0.67,0,0.63
MBG,2012-11-04 16:14,2012-11-04 16:41,0.58,0,0.45
CYNE,2012-11-04 23:33,2012-11-04 23:49,0.32,0,0.27
CYDN,2012-11-06 00:27,2012-11-06 00:28,0.05,0,0.02
CYPH,2012-11-06 05:59,2012-11-06 12:07,2.8,0,6.13
CYHD,2012-11-06 10:58,2012-11-06 11:01,0.07,0,0.05
CYKL,2012-11-06 16:38,2012-11-06 17:20,0.63,0,0.7
DBQ,2012-11-06 16:53,2012-11-06 17:30,0.78,0,0.62
WRI,2012-11-07 16:44,2012-11-08 09:28,0.83,0,16.73
DOV,2012-11-07 20:43,2012-11-08 03:33,0.43,0,6.83
PNE,2012-11-07 20:54,2012-11-07 20:54,0.3,0,0.0
DAW,2012-11-08 10:42,2012-11-08 10:51,0.22,0,0.15
CYQX,2012-11-08 11:00,2012-11-08 11:00,0.67,0,0.0
ORH,2012-11-08 11:35,2012-11-08 11:44,0.28,0,0.15
HWV,2012-11-08 13:04,2012-11-08 13:04,0.4,0,0.0
CYDN,2012-11-08 20:40,2012-11-08 23:20,0.92,0,2.67
CYTL,2012-11-09 01:10,2012-11-09 01:27,0.3,0,0.28
CYMO,2012-11-09 02:29,2012-11-09 02:41,0.17,0,0.2
FVE,2012-11-09 06:53,2012-11-09 07:13,0.55,0,0.33
CYMH,2012-11-09 08:45,2012-11-09 12:00,1.05,0,3.25
DIK,2012-11-09 10:05,2012-11-10 01:56,14.25,1,15.85
HEI,2012-11-09 11:25,2012-11-09 18:53,7.93,1,7.47
ISN,2012-11-09 20:35,2012-11-09 23:52,2.75,0,3.28
CYBN,2012-11-10 02:00,2012-11-10 02:27,0.8,0,0.45
MIB,2012-11-10 02:17,2012-11-10 08:57,3.05,0,6.67
RDR,2012-11-10 02:54,2012-11-11 04:55,14.55,1,26.02
