station,start_time,end_time,zr_hours,label,duration
CYNE,2018-10-02 05:12,2018-10-02 05:18,0.12,0,0.1
CYNE,2018-10-06 11:55,2018-10-06 12:00,0.27,0,0.08
CYIK,2018-10-06 16:39,2018-10-06 16:39,0.35,0,0.0
CYYQ,2018-10-08 22:43,2018-10-08 23:10,0.58,0,0.45
CYLU,2018-10-10 14:16,2018-10-10 14:16,0.4,0,0.0
CWN,2018-10-10 14:22,2018-10-11 13:58,3.08,0,23.6
CYBR,2018-10-10 16:31,2018-10-10 18:00,1.83,0,1.48
AFF,2018-10-11 05:59,2018-10-11 07:52,0.93,0,1.88
CYLU,2018-10-11 19:47,2018-10-11 20:00,0.65,0,0.22
CYHA,2018-10-11 20:00,2018-10-11 20:00,0.35,0,0.0
CYTQ,2018-10-11 20:27,2018-10-12 18:00,16.25,1,21.55
CYYQ,2018-10-13 14:30,2018-10-13 23:32,3.22,0,9.03
CYBQ,2018-10-13 14:32,2018-10-13 14:44,0.27,0,0.2
LIC,2018-10-14 06:40,2018-10-14 12:00,0.7,0,5.33
CYQD,2018-10-14 07:56,2018-10-14 08:02,1.08,0,0.1
AFF,2018-10-14 10:13,2018-10-14 11:58,0.53,0,1.75
TAD,2018-10-14 11:25,2018-10-14 13:15,0.67,0,1.83
ITR,2018-10-14 12:05,2018-10-14 12:08,0.08,0,0.05
LHX,2018-10-14 13:25,2018-10-14 13:35,0.25,0,0.17
CYIV,2018-10-14 14:37,2018-10-14 18:00,1.47,0,3.38
CYMU,2018-10-15 14:31,2018-10-15 15:00,0.68,0,0.48
CYSP,2018-10-20 12:44,2018-10-20 12:44,0.15,0,0.0
CYNE,2018-10-21 06:17,2018-10-21 06:18,0.03,0,0.02
CYQD,2018-10-26 13:27,2018-10-27 04:15,1.25,0,14.8
CYFO,2018-10-26 16:31,2018-10-26 17:00,1.07,0,0.48
CYTH,2018-10-27 13:09,2018-10-27 13:09,0.38,0,0.0
CYHA,2018-10-27 18:24,2018-10-27 21:00,16.83,1,2.6
CYYQ,2018-10-28 04:03,2018-10-28 04:03,0.5,0,0.0
CYQD,2018-10-29 16:13,2018-10-29 16:27,0.25,0,0.23
CYFO,2018-10-29 17:00,2018-10-29 18:00,1.42,0,1.0
CYYQ,2018-10-29 21:11,2018-10-29 21:11,0.57,0,0.0
CYKG,2018-10-30 15:45,2018-10-30 18:00,1.78,0,2.25
CYBQ,2018-10-31 03:24,2018-10-31 04:00,1.1,0,0.6
CYKP,2018-11-01 00:00,2018-11-03 18:25,7.55,1,66.42
CZUM,2018-11-01 04:15,2018-11-01 05:14,0.9,0,0.98
JMS,2018-11-01 15:15,2018-11-01 15:56,0.67,0,0.68
MWN,2018-11-01 15:51,2018-11-01 18:55,3.98,0,3.07
CYAY,2018-11-01 16:21,2018-11-02 07:38,8.1,1,15.28
CYAH,2018-11-01 23:36,2018-11-01 23:46,0.18,0,0.17
CYOY,2018-11-02 05:28,2018-11-02 05:28,0.12,0,0.0
CYQA,2018-11-02 06:54,2018-11-03 22:09,9.63,1,39.25
CYGL,2018-11-02 15:26,2018-11-02 15:26,0.27,0,0.0
CYTS,2018-11-02 20:16,2018-11-02 20:16,0.15,0,0.0
BLF,2018-11-03 05:05,2018-11-03 05:10,0.17,0,0.08
CYPX,2018-11-03 09:57,2018-11-05 06:50,8.32,1,44.88
CYAY,2018-11-03 17:53,2018-11-05 06:31,8.58,1,36.63
