station,start_time,end_time,zr_hours,label,duration
ONL,1990-10-08 13:00,1990-10-08 13:00,0.0,0,0.0
CAR,1990-11-02 14:05,1990-11-02 16:00,0.92,0,1.92
HEQ,1990-11-03 01:01,1990-11-03 03:46,1.78,0,2.75
HSI,1990-11-03 16:00,1990-11-03 16:00,0.0,0,0.0
MCW,1990-11-03 19:00,1990-11-03 19:00,0.0,0,0.0
LWD,1990-11-04 15:00,1990-11-04 18:00,2.0,0,3.0
HUL,1990-11-04 17:30,1990-11-04 17:30,0.0,0,0.0
IKW,1990-11-05 05:00,1990-11-05 05:00,0.0,0,0.0
MBS,1990-11-05 05:00,1990-11-05 05:00,0.0,0,0.0
CYOW,1990-11-05 22:10,1990-11-06 06:00,6.98,1,7.83
MWN,1990-11-05 23:00,1990-11-06 00:00,1.0,0,1.0
HUL,1990-11-06 15:00,1990-11-06 22:00,2.08,0,7.0
AMA,1990-11-07 23:00,1990-11-08 08:00,2.7,0,9.0
LBB,1990-11-08 09:00,1990-11-08 12:00,2.25,0,3.0
SZL,1990-11-08 12:00,1990-11-08 12:00,0.0,0,0.0
OTM,1990-11-08 19:00,1990-11-08 20:00,0.85,0,1.0
DSM,1990-11-08 20:00,1990-11-08 21:00,0.3,0,1.0
HUL,1990-11-10 13:00,1990-11-10 13:00,0.0,0,0.0
CAR,1990-11-10 13:10,1990-11-10 14:00,0.83,0,0.83
MSP,1990-11-11 09:00,1990-11-11 12:00,0.82,0,3.0
LSE,1990-11-11 12:00,1990-11-11 12:00,0.0,0,0.0
DBQ,1990-11-11 13:00,1990-11-11 13:00,0.0,0,0.0
LNR,1990-11-11 13:00,1990-11-11 14:00,1.0,0,1.0
EAU,1990-11-11 13:00,1990-11-11 13:00,0.0,0,0.0
RFD,1990-11-11 14:00,1990-11-11 14:00,0.0,0,0.0
OLD,1990-11-19 08:00,1990-11-20 02:00,7.0,1,18.0
BGR,1990-11-19 08:00,1990-11-20 02:00,7.0,1,18.0
HUL,1990-11-19 08:36,1990-11-20 01:00,13.4,1,16.4
AUG,1990-11-19 08:36,1990-11-20 02:00,14.23,1,17.4
PWM,1990-11-19 09:00,1990-11-19 14:00,5.0,0,5.0
NHZ,1990-11-19 09:10,1990-11-19 20:00,7.0,1,10.83
MIB,1990-11-19 11:00,1990-11-19 11:00,0.0,0,0.0
CAR,1990-11-19 12:56,1990-11-20 01:00,9.97,1,12.07
EPM,1990-11-19 15:11,1990-11-19 15:11,0.0,0,0.0
BHB,1990-11-19 15:11,1990-11-19 15:11,0.0,0,0.0
MIB,1990-11-21 07:00,1990-11-21 07:00,0.0,0,0.0
MSS,1990-11-22 07:00,1990-11-22 10:00,3.0,0,3.0
CAR,1990-11-23 11:00,1990-11-23 12:00,1.0,0,1.0
ATY,1990-11-26 19:37,1990-11-26 19:37,0.0,0,0.0
STC,1990-11-26 20:00,1990-11-27 00:00,3.6,0,4.0
FSD,1990-11-26 20:32,1990-11-26 21:00,0.47,0,0.47
ELO,1990-11-26 21:00,1990-11-26 21:00,0.0,0,0.0
GPZ,1990-11-26 22:00,1990-11-27 00:00,2.0,0,2.0
DLH,1990-11-26 23:00,1990-11-27 03:00,3.13,0,4.0
SAW,1990-11-27 00:00,1990-11-27 00:00,0.0,0,0.0
CMX,1990-11-27 00:00,1990-11-27 01:00,1.0,0,1.0
ANJ,1990-11-27 03:00,1990-11-27 03:00,0.0,0,0.0
RSL,1990-11-27 04:00,1990-11-27 14:00,0.15,0,10.0
CNK,1990-11-27 05:00,1990-11-27 06:00,1.0,0,1.0
LNK,1990-11-27 05:00,1990-11-28 00:00,3.43,0,19.0
