station,start_time,end_time,zr_hours,label,duration
MWN,1983-11-04 14:00,1983-11-05 23:00,10.0,1,33.0
MSS,1983-11-05 14:00,1983-11-05 15:00,2.0,0,1.0
TVC,1983-11-10 22:00,1983-11-10 23:00,1.47,0,1.0
LAN,1983-11-11 10:00,1983-11-11 10:00,1.0,0,0.0
TOL,1983-11-11 13:00,1983-11-11 13:00,1.0,0,0.0
DAY,1983-11-11 16:00,1983-11-11 16:00,0.68,0,0.0
MWN,1983-11-12 02:00,1983-11-12 03:00,3.0,0,1.0
LBF,1983-11-12 04:00,1983-11-12 05:00,1.25,0,1.0
JST,1983-11-15 13:00,1983-11-15 13:00,1.0,0,0.0
MWN,1983-11-16 20:00,1983-11-16 20:00,3.0,0,0.0
CAR,1983-11-16 20:30,1983-11-16 20:30,0.5,0,0.0
AXN,1983-11-20 01:25,1983-11-20 02:00,1.58,0,0.58
MWN,1983-11-21 11:00,1983-11-21 14:00,2.0,0,3.0
HUL,1983-11-21 12:00,1983-11-21 13:00,2.0,0,1.0
CBK,1983-11-22 06:00,1983-11-22 07:00,2.0,0,1.0
SYF,1983-11-22 06:00,1983-11-22 07:00,2.0,0,1.0
GLD,1983-11-22 06:00,1983-11-22 07:00,2.0,0,1.0
EAR,1983-11-22 13:00,1983-11-22 16:00,5.0,0,3.0
FRM,1983-11-22 15:00,1983-11-22 21:00,4.0,0,6.0
OLU,1983-11-22 16:00,1983-11-22 21:00,4.98,0,5.0
SUX,1983-11-22 16:00,1983-11-22 22:00,4.67,0,6.0
MKT,1983-11-22 16:00,1983-11-23 01:00,13.22,1,9.0
OFK,1983-11-22 16:00,1983-11-22 19:00,3.07,0,3.0
MSP,1983-11-22 20:00,1983-11-23 04:00,9.0,1,8.0
RST,1983-11-22 21:00,1983-11-23 17:00,4.32,0,20.0
EAU,1983-11-22 21:00,1983-11-23 04:00,4.0,0,7.0
SAW,1983-11-23 10:00,1983-11-23 10:00,1.0,0,0.0
DSM,1983-11-23 11:00,1983-11-23 12:00,1.55,0,1.0
LWD,1983-11-23 12:00,1983-11-23 14:00,4.0,0,2.0
MCW,1983-11-23 12:00,1983-11-23 13:00,2.0,0,1.0
FLV,1983-11-23 13:00,1983-11-23 13:00,1.0,0,0.0
MCI,1983-11-23 13:00,1983-11-23 13:00,0.23,0,0.0
ALO,1983-11-23 14:00,1983-11-23 19:00,4.05,0,5.0
LSE,1983-11-23 21:00,1983-11-23 21:00,1.0,0,0.0
CAR,1983-11-25 00:00,1983-11-25 00:00,1.0,0,0.0
MWN,1983-11-25 14:00,1983-11-25 15:00,3.0,0,1.0
HSI,1983-11-26 19:00,1983-11-27 01:00,18.0,1,6.0
OLU,1983-11-26 19:00,1983-11-26 19:00,1.0,0,0.0
RSL,1983-11-26 21:00,1983-11-26 23:00,2.33,0,2.0
OMA,1983-11-26 23:00,1983-11-27 19:00,7.93,1,20.0
CNK,1983-11-26 23:00,1983-11-27 15:00,7.93,1,16.0
LNK,1983-11-27 00:00,1983-11-27 14:00,14.73,1,14.0
OFF,1983-11-27 00:00,1983-11-27 18:00,3.0,0,18.0
ALO,1983-11-27 01:14,1983-11-28 03:00,21.13,1,25.77
DSM,1983-11-27 05:37,1983-11-27 22:26,4.42,0,16.82
DBQ,1983-11-27 11:10,1983-11-27 16:00,5.38,0,4.83
SUX,1983-11-27 11:30,1983-11-27 12:00,1.47,0,0.5
BIE,1983-11-27 13:00,1983-11-27 20:00,8.0,1,7.0
GRR,1983-11-27 14:00,1983-11-27 14:00,0.65,0,0.0
FRI,1983-11-27 17:00,1983-11-27 17:00,1.0,0,0.0
FOD,1983-11-27 17:50,1983-11-27 23:00,5.17,0,5.17
MCW,1983-11-27 19:00,1983-11-27 23:00,4.0,0,4.0
