station,start_time,end_time,zr_hours,label,duration
LBF,1980-10-27 09:00,1980-10-27 10:00,2.0,0,1.0
OLU,1980-10-27 13:00,1980-10-27 14:00,2.0,0,1.0
MWN,1980-11-08 14:00,1980-11-08 15:00,3.0,0,1.0
DLH,1980-11-08 15:00,1980-11-08 15:00,1.0,0,0.0
INL,1980-11-08 18:00,1980-11-08 19:00,1.28,0,1.0
RHI,1980-11-08 18:00,1980-11-08 20:00,2.0,0,2.0
CMX,1980-11-08 20:00,1980-11-08 22:00,2.55,0,2.0
BGM,1980-11-09 09:00,1980-11-09 11:00,0.92,0,2.0
SYR,1980-11-09 10:00,1980-11-09 12:00,3.0,0,2.0
MSS,1980-11-09 12:00,1980-11-09 12:00,1.0,0,0.0
BTV,1980-11-09 14:00,1980-11-09 14:00,1.0,0,0.0
ALB,1980-11-09 14:00,1980-11-09 14:00,1.0,0,0.0
GFL,1980-11-09 14:00,1980-11-09 14:00,0.33,0,0.0
MPV,1980-11-09 15:00,1980-11-09 17:00,1.68,0,2.0
LEB,1980-11-09 15:00,1980-11-09 15:00,0.17,0,0.0
MWN,1980-11-09 20:00,1980-11-09 21:00,3.0,0,1.0
CAR,1980-11-09 23:21,1980-11-10 01:00,2.65,0,1.65
HUL,1980-11-10 00:00,1980-11-10 04:00,1.78,0,4.0
EAU,1980-11-12 09:00,1980-11-12 10:00,2.0,0,1.0
HIB,1980-11-12 11:00,1980-11-12 23:00,4.0,0,12.0
DLH,1980-11-12 11:00,1980-11-12 20:00,5.0,0,9.0
IMT,1980-11-12 17:00,1980-11-12 20:00,3.7,0,3.0
ACB,1980-11-12 20:00,1980-11-13 04:00,6.87,1,8.0
PLN,1980-11-12 22:00,1980-11-13 02:00,3.65,0,4.0
ANJ,1980-11-13 09:00,1980-11-13 12:00,4.0,0,3.0
HRO,1980-11-17 09:00,1980-11-17 09:00,1.0,0,0.0
BKW,1980-11-17 13:30,1980-11-18 12:00,8.5,1,22.5
CHO,1980-11-17 15:33,1980-11-18 06:00,9.45,1,14.45
BLF,1980-11-17 16:00,1980-11-17 18:10,3.0,0,2.17
JST,1980-11-17 21:00,1980-11-18 03:00,6.0,1,6.0
AOO,1980-11-17 21:00,1980-11-18 03:00,7.0,1,6.0
LYH,1980-11-17 21:33,1980-11-17 21:33,0.45,0,0.0
MRB,1980-11-17 22:00,1980-11-18 05:00,9.0,1,7.0
IAD,1980-11-18 00:00,1980-11-18 02:00,1.47,0,2.0
AGC,1980-11-18 01:00,1980-11-18 01:00,1.0,0,0.0
CXY,1980-11-18 02:00,1980-11-18 05:00,4.0,0,3.0
RDG,1980-11-18 02:00,1980-11-18 06:00,5.0,0,4.0
MDT,1980-11-18 02:00,1980-11-18 04:00,2.0,0,2.0
PIT,1980-11-18 02:31,1980-11-18 03:00,0.97,0,0.48
IPT,1980-11-18 04:27,1980-11-18 09:00,3.93,0,4.55
ABE,1980-11-18 05:00,1980-11-18 07:00,3.0,0,2.0
DUJ,1980-11-18 05:10,1980-11-18 06:00,1.83,0,0.83
AVP,1980-11-18 05:27,1980-11-18 08:00,1.57,0,2.55
SWF,1980-11-18 08:00,1980-11-18 13:00,5.0,0,5.0
HFD,1980-11-18 08:26,1980-11-18 08:26,0.57,0,0.0
POU,1980-11-18 09:00,1980-11-18 12:00,4.0,0,3.0
BDL,1980-11-18 11:00,1980-11-18 12:00,1.23,0,1.0
BAF,1980-11-18 13:00,1980-11-18 13:00,1.0,0,0.0
ALB,1980-11-18 18:00,1980-11-18 18:00,1.0,0,0.0
MPV,1980-11-24 13:00,1980-11-24 13:00,1.0,0,0.0
MWN,1980-11-24 20:00,1980-11-25 06:00,6.0,1,10.0
BKW,1980-11-27 05:10,1980-11-27 09:00,4.83,0,3.83
FDY,1980-11-27 11:00,1980-11-27 11:00,1.0,0,0.0
CAK,1980-11-27 12:00,1980-11-27 13:00,1.28,0,1.0
MFD,1980-11-27 12:00,1980-11-27 12:00,1.0,0,0.0
JST,1980-11-27 14:12,1980-11-27 21:09,4.65,0,6.95
AGC,1980-11-27 15:00,1980-11-27 15:00,1.0,0,0.0
YNG,1980-11-27 15:00,1980-11-27 15:00,1.0,0,0.0
PIT,1980-11-27 15:05,1980-11-27 15:05,0.92,0,0.0
AOO,1980-11-27 16:00,1980-11-28 00:00,6.0,1,8.0
LNS,1980-11-27 17:00,1980-11-27 17:00,0.33,0,0.0
RDG,1980-11-27 19:00,1980-11-27 19:00,1.0,0,0.0
BFD,1980-11-27 19:21,1980-11-28 05:00,8.65,1,9.65
BGM,1980-11-27 21:00,1980-11-28 08:00,7.37,1,11.0
ELM,1980-11-27 22:00,1980-11-27 22:00,0.25,0,0.0
SYR,1980-11-27 23:00,1980-11-28 11:00,12.0,1,12.0
SWF,1980-11-27 23:00,1980-11-27 23:00,1.0,0,0.0
RME,1980-11-28 00:00,1980-11-28 12:00,5.0,0,12.0
POU,1980-11-28 00:00,1980-11-28 01:00,1.57,0,1.0
UCA,1980-11-28 00:00,1980-11-28 12:00,4.08,0,12.0
ART,1980-11-28 01:00,1980-11-28 06:00,2.0,0,5.0
ALB,1980-11-28 03:00,1980-11-28 09:00,7.0,1,6.0
GFL,1980-11-28 06:00,1980-11-28 10:00,4.0,0,4.0
MPV,1980-11-28 06:00,1980-11-28 15:00,4.0,0,9.0
PBG,1980-11-28 07:00,1980-11-28 13:00,6.0,1,6.0
BTV,1980-11-28 08:00,1980-11-28 15:00,8.0,1,7.0
LEB,1980-11-28 10:00,1980-11-28 19:00,9.5,1,9.0
MSS,1980-11-28 12:00,1980-11-28 15:00,3.0,0,3.0
CON,1980-11-28 12:06,1980-11-28 15:00,3.07,0,2.9
LCI,1980-11-28 12:53,1980-11-28 14:45,2.87,0,1.87
AUG,1980-11-28 13:00,1980-11-28 20:28,5.0,0,7.47
ORH,1980-11-28 13:00,1980-11-28 13:00,0.17,0,0.0
MWN,1980-11-28 14:00,1980-11-29 02:00,6.0,1,12.0
PWM,1980-11-28 14:33,1980-11-28 19:00,3.78,0,4.45
PSM,1980-11-28 15:00,1980-11-28 15:00,1.0,0,0.0
NHZ,1980-11-28 17:00,1980-11-28 19:00,3.0,0,2.0
OLD,1980-11-28 20:00,1980-11-28 20:00,1.0,0,0.0
BGR,1980-11-28 20:00,1980-11-28 20:00,1.0,0,0.0
CAR,1980-11-29 05:00,1980-11-29 08:00,4.0,0,3.0
HUL,1980-11-29 06:00,1980-11-29 09:00,4.0,0,3.0
GRI,1980-12-01 20:00,1980-12-01 21:00,1.17,0,1.0
LAN,1980-12-02 13:00,1980-12-02 13:00,1.0,0,0.0
DIK,1980-12-03 09:00,1980-12-03 11:00,3.0,0,2.0
ANJ,1980-12-06 09:00,1980-12-06 11:00,3.0,0,2.0
DDC,1980-12-06 20:00,1980-12-07 21:00,6.07,1,25.0
RSL,1980-12-06 21:00,1980-12-07 15:00,2.0,0,18.0
CNK,1980-12-06 22:00,1980-12-08 02:00,9.38,1,28.0
LNK,1980-12-06 23:00,1980-12-07 22:00,7.18,1,23.0
OFF,1980-12-07 01:00,1980-12-07 23:00,8.0,1,22.0
OMA,1980-12-07 01:00,1980-12-07 21:00,8.0,1,20.0
SLN,1980-12-07 08:00,1980-12-08 05:00,7.0,1,21.0
