station,start_time,end_time,zr_hours,label,duration
CYBQ,2017-10-03 11:31,2017-10-03 11:35,0.12,0,0.07
AFF,2017-10-09 13:21,2017-10-09 13:21,0.62,0,0.0
CWN,2017-10-09 14:21,2017-10-09 14:21,0.27,0,0.0
CYBQ,2017-10-13 04:55,2017-10-14 05:45,1.03,0,24.83
CYYL,2017-10-13 09:34,2017-10-13 09:34,0.15,0,0.0
CYYL,2017-10-17 17:06,2017-10-17 17:41,0.6,0,0.58
CYGX,2017-10-18 05:37,2017-10-18 09:00,4.38,0,3.38
CYBQ,2017-10-21 11:24,2017-10-21 12:08,0.57,0,0.73
CYLU,2017-10-21 12:19,2017-10-21 20:00,4.9,0,7.68
CYFT,2017-10-22 14:12,2017-10-22 18:42,3.95,0,4.5
CYBQ,2017-10-23 06:42,2017-10-23 06:51,0.22,0,0.15
SHM,2017-10-27 01:25,2017-10-27 01:58,0.57,0,0.55
CYTQ,2017-10-27 17:00,2017-10-27 17:00,0.65,0,0.0
CYYL,2017-10-28 22:16,2017-10-28 22:30,0.28,0,0.23
CYTH,2017-10-30 00:44,2017-10-30 00:44,0.18,0,0.0
BKF,2017-10-30 09:08,2017-10-30 09:21,0.83,0,0.22
ABH,2017-10-30 10:39,2017-10-30 12:29,2.17,0,1.83
FCS,2017-10-30 11:41,2017-10-30 12:45,0.62,0,1.07
CWN,2017-10-30 12:59,2017-10-30 15:58,1.08,0,2.98
CYVP,2017-10-31 00:38,2017-10-31 01:16,1.37,0,0.63
CYWA,2017-11-01 08:53,2017-11-01 09:00,0.25,0,0.12
AXN,2017-11-01 17:55,2017-11-01 18:05,0.25,0,0.17
CYNM,2017-11-01 20:32,2017-11-03 22:45,17.78,1,50.22
MWN,2017-11-02 05:54,2017-11-02 10:58,6.02,1,5.07
CYKL,2017-11-02 11:20,2017-11-02 11:36,0.32,0,0.27
CUT,2017-11-03 11:55,2017-11-03 16:22,0.42,0,4.45
RCA,2017-11-03 12:30,2017-11-03 13:48,1.3,0,1.3
MBG,2017-11-04 02:40,2017-11-04 03:20,0.75,0,0.67
MIB,2017-11-04 11:18,2017-11-04 11:26,0.55,0,0.13
CYMH,2017-11-04 13:04,2017-11-04 13:52,0.08,0,0.8
BIS,2017-11-04 13:35,2017-11-04 13:47,0.25,0,0.2
JMS,2017-11-04 15:22,2017-11-04 18:30,1.35,0,3.13
CYWA,2017-11-04 22:34,2017-11-04 22:36,0.13,0,0.03
CYQK,2017-11-05 02:52,2017-11-05 03:31,0.97,0,0.65
CYSB,2017-11-05 07:00,2017-11-05 07:00,1.0,0,0.0
CYYB,2017-11-05 07:52,2017-11-05 08:19,0.72,0,0.45
CYUY,2017-11-05 11:48,2017-11-05 11:48,0.2,0,0.0
CYVO,2017-11-05 12:13,2017-11-05 13:07,0.92,0,0.9
CYXL,2017-11-05 14:44,2017-11-05 14:44,0.27,0,0.0
CYNM,2017-11-05 18:35,2017-11-06 04:01,5.45,0,9.43
CYBG,2017-11-05 18:47,2017-11-05 19:30,1.22,0,0.72
CYMT,2017-11-05 19:18,2017-11-06 08:32,1.75,0,13.23
CYBC,2017-11-05 22:43,2017-11-05 23:34,0.28,0,0.85
CYGL,2017-11-06 06:39,2017-11-06 07:00,1.35,0,0.35
MBG,2017-11-06 22:31,2017-11-06 23:40,1.23,0,1.15
MWN,2017-11-06 23:51,2017-11-06 23:51,0.97,0,0.0
BKF,2017-11-07 09:28,2017-11-07 09:58,0.83,0,0.5
LIC,2017-11-07 12:00,2017-11-07 12:15,0.33,0,0.25
CWN,2017-11-07 14:37,2017-11-08 00:58,9.83,1,10.35
AFF,2017-11-07 14:58,2017-11-07 14:58,0.9,0,0.0
ABH,2017-11-07 17:20,2017-11-08 00:56,2.22,0,7.6
JST,2017-11-07 18:45,2017-11-07 19:00,0.33,0,0.25
APA,2017-11-07 21:59,2017-11-07 23:45,1.85,0,1.77
MPO,2017-11-07 22:15,2017-11-07 22:53,0.67,0,0.63
FCS,2017-11-07 23:29,2017-11-07 23:29,0.23,0,0.0
COS,2017-11-07 23:54,2017-11-08 00:40,0.85,0,0.77
SHM,2017-11-07 23:55,2017-11-08 02:01,1.13,0,2.1
CYNA,2017-11-08 02:54,2017-11-08 02:54,0.02,0,0.0
CYWA,2017-11-09 23:36,2017-11-09 23:49,0.43,0,0.22
CYMT,2017-11-10 03:18,2017-11-10 03:23,0.1,0,0.08
CYOY,2017-11-10 06:22,2017-11-10 07:40,0.53,0,1.3
CYSC,2017-11-10 06:41,2017-11-10 06:47,0.12,0,0.1
CYBC,2017-11-10 11:27,2017-11-10 11:38,0.2,0,0.18
CYGV,2017-11-10 18:34,2017-11-10 18:38,0.13,0,0.07
CYNA,2017-11-10 21:19,2017-11-10 21:22,0.1,0,0.05
CYMH,2017-11-11 06:11,2017-11-11 06:11,0.02,0,0.0
CYAY,2017-11-11 08:02,2017-11-12 03:31,6.05,1,19.48
RST,2017-11-11 12:45,2017-11-12 15:20,2.62,0,26.58
GRB,2017-11-11 22:35,2017-11-12 00:10,1.42,0,1.58
CYAM,2017-11-12 03:12,2017-11-12 17:00,2.4,0,13.8
JXN,2017-11-12 13:10,2017-11-12 14:00,0.87,0,0.83
BTL,2017-11-12 13:15,2017-11-12 13:45,0.58,0,0.5
CYLD,2017-11-12 23:58,2017-11-14 00:00,2.28,0,24.03
CYVO,2017-11-13 08:15,2017-11-13 08:43,0.48,0,0.47
CYNM,2017-11-13 11:40,2017-11-13 15:00,1.95,0,3.33
CYMT,2017-11-13 15:43,2017-11-13 16:01,0.3,0,0.3
CYXR,2017-11-13 17:40,2017-11-14 08:44,1.02,0,15.07
CYAY,2017-11-13 19:25,2017-11-14 05:10,2.1,0,9.75
ASH,2017-11-13 21:45,2017-11-13 21:56,0.17,0,0.18
CZMD,2017-11-14 15:00,2017-11-14 15:00,1.0,0,0.0
CZSJ,2017-11-14 17:36,2017-11-14 19:58,1.98,0,2.37
CYAH,2017-11-14 20:50,2017-11-14 22:56,2.07,0,2.1
CYGW,2017-11-14 22:01,2017-11-14 22:39,0.63,0,0.63
CYDN,2017-11-15 00:39,2017-11-15 03:21,2.53,0,2.7
CYLH,2017-11-15 03:12,2017-11-15 04:02,0.88,0,0.83
CYNM,2017-11-15 08:59,2017-11-15 10:22,0.55,0,1.38
CYRL,2017-11-15 14:51,2017-11-15 15:00,0.62,0,0.15
BDE,2017-11-15 14:55,2017-11-15 16:06,0.42,0,1.18
CYXR,2017-11-15 19:21,2017-11-15 20:57,1.65,0,1.6
HIB,2017-11-15 19:23,2017-11-15 19:35,0.23,0,0.2
ISW,2017-11-15 23:30,2017-11-15 23:35,0.17,0,0.08
CYBC,2017-11-16 20:06,2017-11-16 21:29,0.88,0,1.38
CZBF,2017-11-16 20:18,2017-11-16 21:00,1.43,0,0.7
JST,2017-11-16 22:10,2017-11-16 23:35,0.5,0,1.42
CYOY,2017-11-16 23:01,2017-11-17 02:00,0.72,0,2.98
CYNE,2017-11-17 05:05,2017-11-17 05:39,0.6,0,0.57
CYGV,2017-11-17 05:45,2017-11-17 08:31,0.65,0,2.77
CYWG,2017-11-17 06:34,2017-11-17 06:34,0.23,0,0.0
ITH,2017-11-17 07:23,2017-11-17 07:45,0.45,0,0.37
CZSJ,2017-11-17 12:33,2017-11-17 13:37,1.1,0,1.07
CZMD,2017-11-17 14:00,2017-11-17 14:00,1.0,0,0.0
IMT,2017-11-17 15:05,2017-11-17 15:15,0.25,0,0.17
PKD,2017-11-17 15:35,2017-11-17 15:45,0.25,0,0.17
HYR,2017-11-17 15:46,2017-11-17 16:55,1.23,0,1.15
CYLH,2017-11-17 19:35,2017-11-18 01:54,1.78,0,6.32
CYKP,2017-11-17 23:56,2017-11-18 01:26,1.48,0,1.5
CYXR,2017-11-18 02:21,2017-11-18 02:29,0.2,0,0.13
CYAY,2017-11-18 04:25,2017-11-19 00:11,6.25,1,19.77
CYPD,2017-11-18 07:11,2017-11-18 07:13,0.05,0,0.03
FIG,2017-11-18 11:37,2017-11-18 13:15,1.72,0,1.63
CYOW,2017-11-18 15:47,2017-11-19 08:19,9.08,1,16.53
CYND,2017-11-18 17:49,2017-11-18 18:00,0.4,0,0.18
CYWA,2017-11-19 00:05,2017-11-19 00:31,0.55,0,0.43
MWN,2017-11-19 00:57,2017-11-19 05:53,5.87,0,4.93
CYUL,2017-11-19 02:23,2017-11-19 03:00,1.48,0,0.62
CYHU,2017-11-19 02:35,2017-11-19 02:45,0.47,0,0.17
HIE,2017-11-19 02:36,2017-11-19 03:02,0.48,0,0.43
CYMX,2017-11-19 02:45,2017-11-19 08:00,6.25,1,5.25
DAW,2017-11-19 03:58,2017-11-19 04:15,0.45,0,0.28
