station,start_time,end_time,zr_hours,label,duration
CYIV,2010-10-20 06:00,2010-10-20 06:37,0.88,0,0.62
CYNE,2010-10-20 10:47,2010-10-20 10:50,0.08,0,0.05
CYYQ,2010-10-21 16:52,2010-10-21 16:52,0.13,0,0.0
CYFO,2010-10-27 16:00,2010-10-27 17:00,1.48,0,1.0
CYKO,2010-10-27 21:00,2010-10-27 21:00,15.0,1,0.0
CYTH,2010-10-27 21:22,2010-10-28 00:07,0.88,0,2.75
CYYL,2010-10-28 10:54,2010-10-28 13:25,0.63,0,2.52
CYKG,2010-10-29 13:51,2010-10-30 12:00,4.15,0,22.15
CYXZ,2010-11-01 12:05,2010-11-01 12:05,0.25,0,0.0
SLK,2010-11-01 12:31,2010-11-01 13:12,0.83,0,0.68
CYZG,2010-11-01 21:00,2010-11-01 21:00,15.0,1,0.0
CYPD,2010-11-03 08:16,2010-11-03 08:21,0.22,0,0.08
CYVO,2010-11-04 04:58,2010-11-04 07:15,1.03,0,2.28
ORE,2010-11-04 11:06,2010-11-04 11:06,0.32,0,0.0
CON,2010-11-04 12:13,2010-11-04 12:13,0.63,0,0.0
LEB,2010-11-04 12:32,2010-11-04 12:32,0.35,0,0.0
VSF,2010-11-04 12:40,2010-11-04 12:40,1.23,0,0.0
IZG,2010-11-04 14:18,2010-11-04 14:18,0.6,0,0.0
CYSP,2010-11-04 17:17,2010-11-04 17:17,0.03,0,0.0
MWN,2010-11-04 23:57,2010-11-05 01:52,2.88,0,1.92
CYUY,2010-11-05 20:10,2010-11-05 20:10,0.25,0,0.0
CYWK,2010-11-05 22:45,2010-11-05 23:00,1.02,0,0.25
CYPH,2010-11-06 22:36,2010-11-07 00:29,0.92,0,1.88
FVE,2010-11-08 01:42,2010-11-08 07:28,5.47,0,5.77
BML,2010-11-08 05:43,2010-11-08 06:52,1.33,0,1.15
ORH,2010-11-08 05:54,2010-11-08 09:49,3.6,0,3.92
HIE,2010-11-08 06:24,2010-11-08 10:52,1.58,0,4.47
AFN,2010-11-08 06:25,2010-11-08 11:00,3.4,0,4.58
LWM,2010-11-08 08:35,2010-11-08 08:35,0.32,0,0.0
IJD,2010-11-08 09:07,2010-11-08 11:52,0.57,0,2.75
CYOY,2010-11-08 09:53,2010-11-08 11:52,2.02,0,1.98
MWN,2010-11-08 10:52,2010-11-08 18:49,3.03,0,7.95
MPV,2010-11-08 11:05,2010-11-08 23:07,5.63,0,12.03
PSF,2010-11-08 11:49,2010-11-08 15:09,1.75,0,3.33
DDH,2010-11-08 12:37,2010-11-08 14:54,1.5,0,2.28
AQW,2010-11-08 12:48,2010-11-08 13:09,0.6,0,0.35
MVL,2010-11-08 13:17,2010-11-08 23:16,6.8,1,9.98
BTV,2010-11-08 14:49,2010-11-08 19:11,4.77,0,4.37
SLK,2010-11-08 18:05,2010-11-08 21:17,3.13,0,3.2
CYYL,2010-11-09 06:37,2010-11-09 22:32,1.42,0,15.92
CYHA,2010-11-09 16:00,2010-11-09 16:12,0.48,0,0.2
CYFO,2010-11-09 18:45,2010-11-09 19:00,0.73,0,0.25
MWN,2010-11-09 19:54,2010-11-10 02:52,8.0,1,6.97
CYQD,2010-11-09 22:57,2010-11-10 20:00,7.4,1,21.05
DIK,2010-11-10 04:52,2010-11-10 06:56,2.3,0,2.07
CYLU,2010-11-10 14:00,2010-11-10 14:00,0.25,0,0.0
CYFO,2010-11-10 19:33,2010-11-11 21:00,3.25,0,25.45
CYTH,2010-11-11 03:06,2010-11-11 07:00,2.38,0,3.9
LPR,2010-11-11 08:02,2010-11-11 08:17,0.5,0,0.25
AFF,2010-11-11 11:41,2010-11-11 11:55,0.32,0,0.23
CYNE,2010-11-11 12:13,2010-11-11 12:32,0.57,0,0.32
CYGX,2010-11-11 14:41,2010-11-11 16:00,1.82,0,1.32
STK,2010-11-11 20:50,2010-11-11 20:53,0.43,0,0.05
AKO,2010-11-11 20:50,2010-11-11 20:53,0.43,0,0.05
CYYQ,2010-11-11 22:37,2010-11-11 22:37,0.17,0,0.0
SNY,2010-11-11 22:39,2010-11-12 02:02,0.9,0,3.38
RHI,2010-11-13 13:32,2010-11-13 14:53,1.65,0,1.35
EST,2010-11-13 15:32,2010-11-13 15:52,0.52,0,0.33
CYLD,2010-11-13 20:44,2010-11-13 22:00,1.8,0,1.27
CYXZ,2010-11-13 22:40,2010-11-13 23:00,0.92,0,0.33
CYTS,2010-11-14 00:15,2010-11-14 00:15,0.4,0,0.0
CYYU,2010-11-14 09:04,2010-11-14 09:04,0.05,0,0.0
HOT,2010-11-14 12:56,2010-11-14 13:04,0.5,0,0.13
CYHA,2010-11-14 18:41,2010-11-14 19:00,0.73,0,0.32
CYAH,2010-11-15 02:29,2010-11-15 02:32,0.25,0,0.05
