station,start_time,end_time,zr_hours,label,duration
OSU,1999-11-02 23:53,1999-11-03 06:53,3.0,0,7.0
HLG,1999-11-03 02:53,1999-11-03 08:13,0.85,0,5.33
GKJ,1999-11-03 05:42,1999-11-03 05:42,0.18,0,0.0
FVE,1999-11-09 19:13,1999-11-09 21:53,1.2,0,2.67
CAR,1999-11-09 22:14,1999-11-10 01:18,2.25,0,3.07
SLK,1999-11-11 03:51,1999-11-11 03:51,2.0,0,0.0
HIE,1999-11-15 19:36,1999-11-15 19:36,0.13,0,0.0
HEI,1999-11-18 23:53,1999-11-18 23:53,1.0,0,0.0
HON,1999-11-19 05:40,1999-11-19 05:55,0.38,0,0.25
ATY,1999-11-19 09:53,1999-11-19 11:53,1.88,0,2.0
FSD,1999-11-19 11:34,1999-11-19 13:56,1.62,0,2.37
FVE,1999-11-26 19:20,1999-11-27 00:29,5.03,0,5.15
CYOW,1999-12-02 17:29,1999-12-02 17:29,0.38,0,0.0
MWN,1999-12-04 02:58,1999-12-04 08:59,3.0,0,6.02
RSL,1999-12-05 01:53,1999-12-05 01:53,1.0,0,0.0
OTM,1999-12-05 11:50,1999-12-05 12:50,2.0,0,1.0
EKN,1999-12-06 22:39,1999-12-06 22:51,0.42,0,0.2
BFD,1999-12-07 04:53,1999-12-07 05:08,0.45,0,0.25
FVE,1999-12-07 18:08,1999-12-07 19:19,1.52,0,1.18
HUL,1999-12-08 06:28,1999-12-08 07:49,2.33,0,1.35
CYOW,1999-12-10 07:00,1999-12-10 11:00,1.85,0,4.0
MWN,1999-12-10 21:56,1999-12-10 21:56,0.98,0,0.0
FVE,1999-12-11 17:31,1999-12-12 00:12,0.57,0,6.68
HIE,1999-12-12 04:24,1999-12-12 06:52,2.3,0,2.47
JMS,1999-12-12 11:48,1999-12-12 12:49,1.98,0,1.02
AZO,1999-12-12 12:53,1999-12-12 12:53,1.0,0,0.0
IPT,1999-12-13 10:54,1999-12-13 10:54,0.55,0,0.0
ART,1999-12-13 15:50,1999-12-13 15:50,1.0,0,0.0
AZO,1999-12-14 10:53,1999-12-14 13:53,4.0,0,3.0
BTL,1999-12-14 10:53,1999-12-14 13:53,3.95,0,3.0
JXN,1999-12-14 14:46,1999-12-14 15:45,1.98,0,0.98
DET,1999-12-14 16:45,1999-12-14 16:45,2.0,0,0.0
IAG,1999-12-14 19:58,1999-12-14 20:55,1.17,0,0.95
BUF,1999-12-14 20:54,1999-12-14 20:54,1.0,0,0.0
SBM,1999-12-14 23:53,1999-12-14 23:53,1.0,0,0.0
PKD,1999-12-15 02:53,1999-12-15 02:53,1.0,0,0.0
HTL,1999-12-15 04:55,1999-12-15 04:55,1.0,0,0.0
MFI,1999-12-15 08:54,1999-12-15 08:54,1.0,0,0.0
STC,1999-12-15 13:53,1999-12-15 13:53,1.0,0,0.0
IZG,1999-12-16 03:30,1999-12-16 09:54,3.82,0,6.4
AUG,1999-12-16 09:54,1999-12-16 09:54,0.28,0,0.0
MLT,1999-12-16 12:00,1999-12-16 15:10,1.78,0,3.17
HUL,1999-12-16 13:04,1999-12-16 14:49,2.55,0,1.75
RCA,1999-12-16 13:46,1999-12-16 13:55,0.4,0,0.15
CAR,1999-12-16 14:35,1999-12-16 18:15,2.92,0,3.67
FVE,1999-12-16 14:53,1999-12-16 17:01,1.87,0,2.13
MIW,1999-12-17 08:53,1999-12-17 08:53,1.0,0,0.0
FRI,1999-12-17 19:55,1999-12-17 19:55,1.02,0,0.0
SLN,1999-12-17 20:53,1999-12-17 23:53,4.0,0,3.0
MHK,1999-12-17 20:54,1999-12-17 22:54,3.0,0,2.0
RSL,1999-12-17 21:53,1999-12-17 22:53,2.0,0,1.0
EMP,1999-12-18 00:53,1999-12-18 03:53,4.0,0,3.0
HUT,1999-12-18 01:53,1999-12-18 02:53,2.0,0,1.0
AAO,1999-12-18 03:54,1999-12-18 03:54,1.0,0,0.0
IAB,1999-12-18 03:55,1999-12-18 05:55,3.0,0,2.0
SGF,1999-12-18 08:54,1999-12-18 14:54,3.0,0,6.0
ABR,1999-12-19 02:56,1999-12-19 03:27,1.0,0,0.52
PKD,1999-12-19 14:53,1999-12-19 15:53,2.0,0,1.0
DHT,1999-12-20 17:20,1999-12-20 18:50,1.88,0,1.5
LEB,1999-12-20 17:53,1999-12-20 22:53,3.92,0,5.0
CYOW,1999-12-20 18:12,1999-12-20 22:00,4.42,0,3.8
GFL,1999-12-20 18:47,1999-12-20 18:47,1.0,0,0.0
AQW,1999-12-20 18:52,1999-12-20 18:52,1.0,0,0.0
MWN,1999-12-20 19:47,1999-12-21 05:59,6.18,1,10.2
MPV,1999-12-20 19:51,1999-12-20 22:51,3.0,0,3.0
VSF,1999-12-20 19:54,1999-12-21 02:54,6.0,1,7.0
CEF,1999-12-20 19:55,1999-12-20 19:55,1.0,0,0.0
CON,1999-12-20 20:26,1999-12-21 01:36,3.27,0,5.17
HIE,1999-12-20 20:42,1999-12-20 21:52,1.38,0,1.17
MVL,1999-12-20 20:54,1999-12-20 20:54,1.0,0,0.0
BML,1999-12-20 21:11,1999-12-20 23:34,1.9,0,2.38
IZG,1999-12-20 21:29,1999-12-21 04:44,5.37,0,7.25
CAR,1999-12-21 01:03,1999-12-21 08:21,3.53,0,7.3
AUG,1999-12-21 01:04,1999-12-21 01:30,0.77,0,0.43
FVE,1999-12-21 01:06,1999-12-21 11:10,1.17,0,10.07
MLT,1999-12-21 01:33,1999-12-21 03:02,1.42,0,1.48
HUL,1999-12-21 03:25,1999-12-21 03:45,0.85,0,0.33
CSV,1999-12-21 08:50,1999-12-21 16:17,5.1,0,7.45
BMQ,1999-12-21 10:53,1999-12-21 10:53,1.0,0,0.0
DCU,1999-12-21 10:53,1999-12-21 15:53,4.0,0,5.0
TUP,1999-12-21 12:53,1999-12-21 14:53,3.0,0,2.0
IDL,1999-12-21 13:13,1999-12-21 13:50,1.17,0,0.62
GLH,1999-12-21 13:50,1999-12-21 13:50,0.97,0,0.0
MSL,1999-12-21 13:53,1999-12-21 13:53,1.0,0,0.0
DOV,1999-12-22 10:55,1999-12-22 10:55,1.0,0,0.0
UTS,1999-12-22 13:53,1999-12-22 13:53,1.0,0,0.0
OXB,1999-12-22 14:53,1999-12-22 14:53,0.33,0,0.0
GDP,1999-12-23 06:53,1999-12-23 11:53,6.0,1,5.0
GFK,1999-12-23 14:53,1999-12-23 14:53,1.0,0,0.0
FAR,1999-12-23 15:53,1999-12-23 17:53,2.0,0,2.0
MIW,1999-12-23 22:53,1999-12-24 01:53,4.0,0,3.0
UIN,1999-12-24 04:53,1999-12-24 04:53,0.35,0,0.0
BUF,1999-12-26 11:54,1999-12-26 11:54,1.0,0,0.0
SPW,1999-12-27 05:53,1999-12-27 10:53,2.0,0,5.0
HIE,1999-12-27 07:45,1999-12-27 07:52,0.43,0,0.12
EST,1999-12-27 09:52,1999-12-27 09:52,1.0,0,0.0
SPI,1999-12-27 17:54,1999-12-27 17:54,1.0,0,0.0
EYE,1999-12-27 18:53,1999-12-27 18:53,1.0,0,0.0
ASX,1999-12-28 07:53,1999-12-28 07:53,1.0,0,0.0
OSH,1999-12-28 10:53,1999-12-28 10:53,1.0,0,0.0
SBM,1999-12-28 10:53,1999-12-28 10:53,1.0,0,0.0
FLD,1999-12-28 10:53,1999-12-28 10:53,1.0,0,0.0
GRB,1999-12-28 10:56,1999-12-28 10:56,1.0,0,0.0
ENW,1999-12-28 11:53,1999-12-28 11:53,1.0,0,0.0
RAC,1999-12-28 11:53,1999-12-28 11:53,1.0,0,0.0
DPA,1999-12-28 14:44,1999-12-28 14:44,0.15,0,0.0
HIE,1999-12-29 16:05,1999-12-29 16:22,0.4,0,0.28
SLK,1999-12-30 06:51,1999-12-30 06:51,1.0,0,0.0
GTB,1999-12-30 08:55,1999-12-30 09:55,2.0,0,1.0
HIE,1999-12-30 18:34,1999-12-30 18:52,0.47,0,0.3
SBY,2000-01-01 08:50,2000-01-01 08:50,1.0,0,0.0
RST,2000-01-02 01:22,2000-01-02 15:02,4.73,0,13.67
