station,start_time,end_time,zr_hours,label,duration
CYIK,2011-10-06 12:00,2011-10-06 12:00,0.0,0,0.0
CYZG,2011-10-06 16:00,2011-10-06 20:00,4.0,0,4.0
CYNE,2011-10-13 08:24,2011-10-17 16:10,17.2,1,103.77
CYYQ,2011-10-17 23:31,2011-10-18 08:00,4.52,0,8.48
CYGX,2011-10-18 06:46,2011-10-18 06:46,0.0,0,0.0
CYZG,2011-10-22 12:00,2011-10-22 12:00,0.0,0,0.0
CYNE,2011-10-23 02:46,2011-10-25 13:02,12.57,1,58.27
CYIK,2011-10-23 17:00,2011-10-23 17:00,0.0,0,0.0
FCS,2011-10-26 07:45,2011-10-26 23:08,3.38,0,15.38
ITR,2011-10-26 12:36,2011-10-26 14:45,2.15,0,2.15
ABH,2011-10-27 14:15,2011-10-27 14:56,0.68,0,0.68
MKG,2011-10-28 12:22,2011-10-28 12:22,0.0,0,0.0
CYBQ,2011-10-31 15:31,2011-10-31 16:30,0.1,0,0.98
CYHA,2011-10-31 15:39,2011-10-31 19:26,1.18,0,3.78
FCS,2011-11-02 05:44,2011-11-02 13:04,0.65,0,7.33
LIC,2011-11-02 06:13,2011-11-02 06:32,0.32,0,0.32
GRI,2011-11-02 14:33,2011-11-02 14:53,0.33,0,0.33
GCK,2011-11-02 18:20,2011-11-02 18:20,0.0,0,0.0
OFF,2011-11-02 20:13,2011-11-02 20:13,0.0,0,0.0
WRI,2011-11-02 22:45,2011-11-02 22:45,0.0,0,0.0
DBQ,2011-11-03 03:33,2011-11-03 03:53,0.33,0,0.33
SGF,2011-11-03 11:13,2011-11-03 12:52,1.65,0,1.65
CYOY,2011-11-03 11:19,2011-11-03 11:19,0.0,0,0.0
CYMO,2011-11-04 15:10,2011-11-04 15:19,0.15,0,0.15
CYPD,2011-11-05 11:39,2011-11-05 11:40,0.02,0,0.02
CYTL,2011-11-06 15:02,2011-11-06 17:07,1.15,0,2.08
CYIV,2011-11-07 05:00,2011-11-07 05:00,0.0,0,0.0
CYKG,2011-11-07 14:35,2011-11-07 20:00,3.42,0,5.42
CYTL,2011-11-07 23:52,2011-11-07 23:52,0.0,0,0.0
CZUM,2011-11-08 02:22,2011-11-08 03:28,0.48,0,1.1
CYMH,2011-11-08 09:18,2011-11-08 09:18,0.0,0,0.0
GCK,2011-11-08 16:19,2011-11-08 21:31,0.4,0,5.2
CYFT,2011-11-09 12:53,2011-11-09 12:53,0.0,0,0.0
CYOY,2011-11-09 14:23,2011-11-09 14:23,0.0,0,0.0
BRL,2011-11-09 14:46,2011-11-09 16:53,0.35,0,2.12
DVN,2011-11-09 17:52,2011-11-09 17:52,0.0,0,0.0
CYLD,2011-11-09 21:21,2011-11-10 00:00,2.65,0,2.65
CYYU,2011-11-10 01:40,2011-11-10 02:00,0.33,0,0.33
CYMO,2011-11-10 06:27,2011-11-10 06:32,0.08,0,0.08
CYAH,2011-11-10 11:47,2011-11-10 12:00,0.22,0,0.22
CYWK,2011-11-10 12:22,2011-11-10 12:22,0.0,0,0.0
CYOY,2011-11-11 01:32,2011-11-11 01:32,0.0,0,0.0
CYQA,2011-11-11 05:23,2011-11-11 05:23,0.0,0,0.0
NPA,2011-11-12 06:43,2011-11-12 11:09,0.78,0,4.43
CYNA,2011-11-12 22:23,2011-11-13 03:28,0.83,0,5.08
CYDN,2011-11-13 02:00,2011-11-13 03:03,1.05,0,1.05
CYTL,2011-11-13 21:29,2011-11-14 07:34,1.23,0,10.08
CYPH,2011-11-14 07:37,2011-11-14 08:00,0.27,0,0.38
CYOY,2011-11-14 09:27,2011-11-14 10:00,0.55,0,0.55
MIB,2011-11-14 12:24,2011-11-14 12:25,0.02,0,0.02
CYOY,2011-11-16 12:21,2011-11-16 12:24,0.05,0,0.05
CYNM,2011-11-16 21:55,2011-11-16 22:00,0.08,0,0.08
SGF,2011-11-16 23:05,2011-11-16 23:33,0.17,0,0.47
JLN,2011-11-16 23:24,2011-11-16 23:53,0.48,0,0.48
CYHU,2011-11-17 23:15,2011-11-17 23:17,0.03,0,0.03
CDR,2011-11-19 08:03,2011-11-19 08:53,0.83,0,0.83
AIA,2011-11-19 10:05,2011-11-19 11:17,0.48,0,1.2
BBW,2011-11-19 11:09,2011-11-19 14:53,1.68,0,3.73
LBF,2011-11-19 11:12,2011-11-19 13:42,2.5,0,2.5
ODX,2011-11-19 11:18,2011-11-19 14:53,3.58,0,3.58
OFK,2011-11-19 12:19,2011-11-19 15:56,2.27,0,3.62
IML,2011-11-19 12:51,2011-11-19 12:53,0.03,0,0.03
HSI,2011-11-19 13:45,2011-11-19 13:53,0.13,0,0.13
SUX,2011-11-19 13:58,2011-11-19 17:06,2.47,0,3.13
SPW,2011-11-19 15:16,2011-11-19 16:53,1.2,0,1.62
EST,2011-11-19 15:45,2011-11-19 16:52,1.12,0,1.12
CYNA,2011-11-19 16:17,2011-11-19 16:32,0.25,0,0.25
MSP,2011-11-19 18:03,2011-11-19 18:19,0.27,0,0.27
CYNM,2011-11-19 22:25,2011-11-19 22:50,0.42,0,0.42
MCW,2011-11-19 23:05,2011-11-19 23:05,0.0,0,0.0
LSE,2011-11-20 01:00,2011-11-20 01:00,0.0,0,0.0
CYOY,2011-11-20 10:30,2011-11-20 12:10,0.33,0,1.67
MWN,2011-11-20 11:50,2011-11-20 11:50,0.0,0,0.0
CYGV,2011-11-20 14:55,2011-11-20 14:58,0.05,0,0.05
CYMH,2011-11-21 00:15,2011-11-21 00:16,0.02,0,0.02
CYYZ,2011-11-23 00:00,2011-11-23 04:00,4.0,0,4.0
CYKZ,2011-11-23 00:34,2011-11-23 07:00,6.43,1,6.43
CYKF,2011-11-23 00:42,2011-11-23 06:13,2.72,0,5.52
CYTR,2011-11-23 01:08,2011-11-23 09:50,5.98,0,8.7
GTB,2011-11-23 01:50,2011-11-23 11:37,0.53,0,9.78
CYGK,2011-11-23 01:54,2011-11-23 04:00,2.1,0,2.1
ART,2011-11-23 02:19,2011-11-23 03:56,1.62,0,1.62
CYOO,2011-11-23 02:35,2011-11-23 03:02,0.45,0,0.45
ALB,2011-11-23 02:47,2011-11-23 05:51,3.07,0,3.07
CYBN,2011-11-23 03:16,2011-11-23 08:00,4.53,0,4.73
CYPQ,2011-11-23 05:42,2011-11-23 07:56,1.43,0,2.23
AFN,2011-11-23 07:40,2011-11-23 07:52,0.2,0,0.2
CYNM,2011-11-24 04:45,2011-11-24 05:40,0.92,0,0.92
CYTL,2011-11-25 00:49,2011-11-25 04:16,2.9,0,3.45
CYBR,2011-11-26 00:19,2011-11-26 03:00,2.07,0,2.68
CYDN,2011-11-26 00:41,2011-11-26 01:23,0.57,0,0.7
CYAY,2011-11-26 05:55,2011-11-26 07:12,1.22,0,1.28
CYYL,2011-11-26 06:48,2011-11-26 08:45,1.32,0,1.95
INL,2011-11-26 09:55,2011-11-26 10:34,0.65,0,0.65
BDE,2011-11-26 10:00,2011-11-26 12:24,2.03,0,2.4
CYLD,2011-11-26 11:00,2011-11-26 20:00,4.13,0,9.0
CYSP,2011-11-26 13:28,2011-11-26 18:15,0.4,0,4.78
CYQT,2011-11-26 16:54,2011-11-26 16:54,0.0,0,0.0
CYXR,2011-11-26 18:29,2011-11-26 20:04,1.47,0,1.58
CYTS,2011-11-26 21:00,2011-11-27 03:00,5.77,0,6.0
CYUY,2011-11-26 22:00,2011-11-27 01:00,3.0,0,3.0
CYVO,2011-11-26 22:36,2011-11-27 01:00,2.4,0,2.4
CYYU,2011-11-27 03:29,2011-11-27 09:00,5.52,0,5.52
BRD,2011-11-27 03:53,2011-11-27 04:12,0.32,0,0.32
CYNM,2011-11-27 09:42,2011-11-27 13:00,2.85,0,3.3
CMX,2011-11-27 10:53,2011-11-27 10:53,0.0,0,0.0
HYR,2011-11-27 11:20,2011-11-27 12:13,0.88,0,0.88
RST,2011-11-27 12:16,2011-11-27 12:16,0.0,0,0.0
CYRJ,2011-11-27 12:24,2011-11-27 19:00,6.6,1,6.6
CYBG,2011-11-27 13:11,2011-11-27 22:00,8.82,1,8.82
CYMT,2011-11-27 17:42,2011-11-27 19:00,1.3,0,1.3
CYOY,2011-11-27 18:10,2011-11-28 02:31,1.72,0,8.35
CYYY,2011-11-27 21:28,2011-11-27 22:00,0.53,0,0.53
FVE,2011-11-28 03:05,2011-11-28 03:49,0.35,0,0.73
CYBC,2011-11-28 03:35,2011-11-28 05:01,1.18,0,1.43
CYNA,2011-11-28 12:02,2011-11-28 12:02,0.0,0,0.0
