station,start_time,end_time,zr_hours,label,duration
CUT,2021-10-12 20:10,2021-10-13 10:25,3.12,0,14.25
RIL,2021-10-13 13:53,2021-10-13 14:15,0.37,0,0.37
CYNE,2021-10-19 13:54,2021-10-19 14:23,0.3,0,0.48
CYYL,2021-10-22 06:00,2021-10-22 06:06,0.1,0,0.1
CYYL,2021-10-24 12:41,2021-10-24 13:05,0.4,0,0.4
CYER,2021-11-01 03:50,2021-11-01 06:31,0.38,0,2.68
IEN,2021-11-01 14:20,2021-11-01 15:00,0.67,0,0.67
CYYQ,2021-11-01 15:39,2021-11-01 15:39,0.0,0,0.0
CZSJ,2021-11-01 19:14,2021-11-02 07:19,0.55,0,12.08
CYPO,2021-11-01 19:39,2021-11-01 20:48,0.23,0,1.15
CYXL,2021-11-02 02:08,2021-11-02 02:08,0.0,0,0.0
CYQA,2021-11-02 03:31,2021-11-02 14:35,0.43,0,11.07
CYER,2021-11-02 08:06,2021-11-02 10:15,0.52,0,2.15
CYLH,2021-11-02 08:56,2021-11-02 09:31,0.45,0,0.58
CYIK,2021-11-02 14:00,2021-11-04 16:19,25.52,1,50.32
CYPL,2021-11-02 18:34,2021-11-02 18:45,0.18,0,0.18
CYBN,2021-11-03 06:37,2021-11-03 06:45,0.13,0,0.13
CYSC,2021-11-03 10:33,2021-11-03 10:46,0.15,0,0.22
ICR,2021-11-03 12:49,2021-11-03 13:00,0.18,0,0.18
SPI,2021-11-04 13:05,2021-11-04 13:15,0.17,0,0.17
CYGV,2021-11-05 09:13,2021-11-05 09:18,0.08,0,0.08
CYAH,2021-11-05 23:24,2021-11-06 00:37,1.22,0,1.22
MGJ,2021-11-06 12:10,2021-11-06 12:20,0.17,0,0.17
CZUM,2021-11-07 09:54,2021-11-07 10:02,0.13,0,0.13
DXR,2021-11-07 11:30,2021-11-07 11:35,0.08,0,0.08
CZUM,2021-11-08 17:41,2021-11-08 19:53,0.85,0,2.2
CYKL,2021-11-09 11:02,2021-11-09 13:15,0.15,0,2.22
CYYL,2021-11-09 16:11,2021-11-09 16:30,0.32,0,0.32
CZUM,2021-11-09 22:45,2021-11-09 22:55,0.17,0,0.17
CYPO,2021-11-10 22:38,2021-11-10 23:00,0.18,0,0.37
CYTL,2021-11-11 00:49,2021-11-11 01:34,0.63,0,0.75
CYHD,2021-11-11 02:27,2021-11-11 02:31,0.07,0,0.07
CYLH,2021-11-11 07:52,2021-11-11 08:00,0.13,0,0.13
MIB,2021-11-11 11:20,2021-11-11 15:25,1.2,0,4.08
CYXL,2021-11-11 12:00,2021-11-11 12:00,0.0,0,0.0
CYGQ,2021-11-11 21:51,2021-11-11 23:15,0.78,0,1.4
CYTL,2021-11-12 01:46,2021-11-12 01:52,0.1,0,0.1
CYER,2021-11-12 08:37,2021-11-12 09:38,0.4,0,1.02
CYDN,2021-11-12 11:20,2021-11-12 20:14,2.82,0,8.9
CYXL,2021-11-12 13:00,2021-11-12 13:41,0.68,0,0.68
PKD,2021-11-12 13:40,2021-11-12 14:15,0.58,0,0.58
MWN,2021-11-12 14:50,2021-11-12 16:55,2.08,0,2.08
CZMD,2021-11-12 15:00,2021-11-12 19:00,1.0,0,4.0
CYYL,2021-11-12 16:33,2021-11-12 19:45,0.5,0,3.2
FVE,2021-11-12 17:10,2021-11-12 21:30,1.88,0,4.33
CYRL,2021-11-12 20:00,2021-11-12 20:19,0.32,0,0.32
DSM,2021-11-12 21:34,2021-11-12 22:05,0.52,0,0.52
CYPO,2021-11-12 21:42,2021-11-12 21:42,0.0,0,0.0
CZSJ,2021-11-12 23:54,2021-11-13 00:10,0.27,0,0.27
CYQD,2021-11-13 02:02,2021-11-13 02:07,0.08,0,0.08
CYNE,2021-11-13 03:04,2021-11-13 03:10,0.1,0,0.1
CYGV,2021-11-13 06:29,2021-11-13 08:25,0.67,0,1.93
CYNA,2021-11-13 07:24,2021-11-13 08:25,0.57,0,1.02
MGJ,2021-11-13 08:47,2021-11-13 09:56,0.2,0,1.15
XWA,2021-11-13 09:51,2021-11-13 11:51,2.0,0,2.0
PLN,2021-11-13 10:45,2021-11-13 11:55,1.17,0,1.17
MIB,2021-11-13 10:59,2021-11-13 18:45,2.57,0,7.77
MOT,2021-11-13 11:00,2021-11-13 14:10,3.0,0,3.17
ANJ,2021-11-13 11:05,2021-11-13 11:45,0.67,0,0.67
CYMO,2021-11-13 11:07,2021-11-13 19:48,0.2,0,8.68
SLK,2021-11-13 12:35,2021-11-13 12:40,0.08,0,0.08
BIS,2021-11-13 12:40,2021-11-13 16:17,2.75,0,3.62
CYDF,2021-11-13 12:41,2021-11-13 13:06,0.42,0,0.42
CYQX,2021-11-13 14:00,2021-11-13 14:00,0.0,0,0.0
STP,2021-11-13 14:20,2021-11-13 14:26,0.1,0,0.1
CYER,2021-11-13 14:46,2021-11-13 15:14,0.28,0,0.47
ABR,2021-11-13 16:15,2021-11-13 18:55,2.03,0,2.67
HON,2021-11-13 16:20,2021-11-13 18:15,1.92,0,1.92
MHE,2021-11-13 17:20,2021-11-13 17:53,0.55,0,0.55
FSD,2021-11-13 17:58,2021-11-13 20:05,2.12,0,2.12
ATY,2021-11-13 18:30,2021-11-13 20:05,0.78,0,1.58
CYQA,2021-11-13 19:05,2021-11-14 03:29,0.12,0,8.4
CYAT,2021-11-13 20:24,2021-11-13 20:24,0.0,0,0.0
SPW,2021-11-13 21:05,2021-11-13 21:15,0.17,0,0.17
FAR,2021-11-13 21:10,2021-11-13 21:35,0.42,0,0.42
CYXR,2021-11-13 21:11,2021-11-13 21:28,0.28,0,0.28
CYCA,2021-11-14 04:02,2021-11-14 04:09,0.12,0,0.12
MFI,2021-11-14 04:29,2021-11-14 04:30,0.02,0,0.02
VOK,2021-11-14 04:38,2021-11-14 08:03,0.12,0,3.42
MSN,2021-11-14 05:35,2021-11-14 05:35,0.0,0,0.0
FLD,2021-11-14 06:09,2021-11-14 06:25,0.27,0,0.27
GRB,2021-11-14 06:10,2021-11-14 06:25,0.25,0,0.25
OSH,2021-11-14 06:15,2021-11-14 10:28,0.22,0,4.22
CYZE,2021-11-14 07:36,2021-11-14 07:39,0.05,0,0.05
BFD,2021-11-14 07:56,2021-11-14 10:00,0.13,0,2.07
DKK,2021-11-14 09:05,2021-11-15 00:10,0.25,0,15.08
CYYL,2021-11-14 12:22,2021-11-14 12:50,0.47,0,0.47
CYOY,2021-11-14 18:15,2021-11-14 18:15,0.0,0,0.0
CYKF,2021-11-15 00:55,2021-11-15 02:35,0.37,0,1.67
CYSC,2021-11-15 05:57,2021-11-15 05:57,0.0,0,0.0
FIG,2021-11-15 08:00,2021-11-15 08:05,0.08,0,0.08
CYGV,2021-11-15 09:01,2021-11-15 09:04,0.05,0,0.05
CYBN,2021-11-15 09:09,2021-11-15 09:14,0.08,0,0.08
EKN,2021-11-15 10:05,2021-11-15 10:20,0.25,0,0.25
CYYR,2021-11-15 11:41,2021-11-15 11:41,0.0,0,0.0
GFK,2021-11-15 13:40,2021-11-15 14:05,0.42,0,0.42
GSH,2021-11-16 04:30,2021-11-16 04:55,0.42,0,0.42
CYKF,2021-11-16 05:11,2021-11-16 09:41,0.35,0,4.5
CYQD,2021-11-16 15:44,2021-11-17 00:35,3.72,0,8.85
CYRL,2021-11-16 17:41,2021-11-17 13:00,3.48,0,19.32
CYNE,2021-11-16 18:16,2021-11-17 06:15,6.1,1,11.98
CYXL,2021-11-16 20:25,2021-11-16 22:39,1.05,0,2.23
CYPD,2021-11-16 23:30,2021-11-16 23:39,0.15,0,0.15
CYCA,2021-11-17 02:15,2021-11-17 11:56,1.63,0,9.68
CYPL,2021-11-17 04:05,2021-11-17 10:15,2.62,0,6.17
CYHD,2021-11-17 04:10,2021-11-17 04:48,0.25,0,0.63
CYMT,2021-11-17 06:57,2021-11-17 07:08,0.18,0,0.18
CZMD,2021-11-17 09:00,2021-11-17 09:00,0.0,0,0.0
CYQY,2021-11-17 10:17,2021-11-17 11:00,0.72,0,0.72
CYAH,2021-11-17 11:22,2021-11-17 11:29,0.12,0,0.12
CYSP,2021-11-17 13:00,2021-11-17 13:00,0.0,0,0.0
CYOW,2021-11-17 13:49,2021-11-18 05:00,1.18,0,15.18
CYYB,2021-11-17 14:00,2021-11-17 17:00,3.0,0,3.0
CYTS,2021-11-17 14:07,2021-11-17 16:42,1.55,0,2.58
CYXR,2021-11-17 14:29,2021-11-17 23:00,1.98,0,8.52
