station,start_time,zr_hours,label,duration,lon,lat
LOZ,2007-01-21 09:24,8.15,1,8.98,-84.07700000000001,37.086999999999996
BLF,2007-01-21 12:29,8.23,1,9.23,-81.2077,37.2958
BKW,2007-01-21 13:18,10.33,1,11.93,-81.1242,37.7873
ROA,2007-01-21 14:54,7.45,1,14.0,-79.9737,37.3172
LYH,2007-01-21 15:54,11.77,1,12.0,-79.2067,37.3208
RDU,2007-01-21 17:51,9.0,1,9.0,-78.7819,35.8922
BUY,2007-01-21 18:54,9.0,1,11.0,-79.4749,36.0485
GSO,2007-01-21 18:54,9.0,1,9.0,-79.9436,36.0975
RIC,2007-01-21 20:34,10.2,1,10.7,-77.3234,37.5115
FCI,2007-01-21 20:34,10.2,1,10.7,-77.5248,37.4064
