station,start_time,zr_hours,label,duration,lon,lat
AFW,2022-02-02 23:08,7.9,1,8.28,-97.3179,32.9716
BMG,2022-02-02 23:10,7.53,1,8.5,-86.6167,39.146
DTO,2022-02-02 23:15,6.63,1,7.17,-97.2006,33.205
PAH,2022-02-02 23:37,6.38,1,17.05,-88.7744,37.0563
TKI,2022-02-02 23:53,7.02,1,8.62,-96.59,33.18
FTW,2022-02-03 00:39,6.33,1,6.35,-97.3624,32.8198
DAL,2022-02-03 00:45,6.43,1,6.42,-96.8518,32.8471
BAK,2022-02-03 01:12,10.3,1,1.67,-85.8963,39.2619
HKA,2022-02-03 01:15,6.87,1,19.92,-89.83,35.94
TRL,2022-02-03 01:40,6.13,1,12.22,-96.27,32.71
EVV,2022-02-03 03:20,15.32,1,19.75,-87.5205,38.0441
DAY,2022-02-03 04:58,6.78,1,10.03,-84.2186,39.9061
HOT,2022-02-03 04:59,6.35,1,8.72,-93.0962,34.478
RUE,2022-02-03 05:00,8.05,1,8.75,-93.0947,35.2578
FTK,2022-02-03 05:17,7.82,1,21.0,-85.9721,37.9071
OSU,2022-02-03 06:30,14.95,1,16.25,-83.08,40.08
LRF,2022-02-03 07:07,6.82,1,5.82,-92.1465,34.9168
ILN,2022-02-03 07:30,7.43,1,7.92,-83.8217,39.4203
MEM,2022-02-03 08:05,11.37,1,14.08,-89.985,35.0611
RND,2022-02-03 08:14,6.25,1,28.1,-98.28,29.53
CMH,2022-02-03 08:32,7.02,1,6.97,-82.8808,39.9914
OWB,2022-02-03 08:35,15.98,1,19.25,-87.1668,37.7388
AWM,2022-02-03 08:55,6.68,1,12.83,-90.2344,35.1351
PHD,2022-02-03 09:10,8.0,1,8.83,-81.4236,40.4719
VTA,2022-02-03 09:50,6.92,1,12.17,-82.4618,40.0247
AUS,2022-02-03 10:30,6.23,1,11.08,-97.6699,30.1945
ZZV,2022-02-03 10:50,10.47,1,11.37,-81.8921,39.9444
SAT,2022-02-03 10:53,10.28,1,10.2,-98.4698,29.5337
BAZ,2022-02-03 11:55,7.83,1,9.08,-98.045,29.709
OLV,2022-02-03 12:50,7.0,1,6.0,-89.7869,34.9788
LUK,2022-02-03 12:55,9.98,1,10.25,-84.4186,39.1033
HLG,2022-02-03 13:22,14.85,1,16.22,-80.6463,40.175
PIT,2022-02-03 13:42,14.13,1,14.05,-80.2329,40.4915
