station,start_time,zr_hours,label,duration,lon,lat
ACK,1999-01-15 00:53,11.0,1,10.0,-70.0603,41.2531
BDL,1999-01-15 01:51,15.93,1,16.05,-72.6825,41.9381
HFD,1999-01-15 02:20,6.05,1,15.33,-72.6494,41.7367
MGJ,1999-01-15 05:54,7.0,1,10.0,-74.265,41.5092
ORH,1999-01-15 06:54,6.0,1,11.0,-71.8757,42.2673
POU,1999-01-15 08:50,8.92,1,7.92,-73.8842,41.6266
GFL,1999-01-15 09:47,9.0,1,8.0,-73.6103,43.3412
LWM,1999-01-15 11:54,24.0,1,23.0,-71.1234,42.7172
CEF,1999-01-15 11:55,6.9,1,6.0,-72.5348,42.193999999999996
BTV,1999-01-15 12:54,6.0,1,5.0,-73.15,44.47
ASH,1999-01-15 13:45,7.77,1,8.0,-71.5148,42.7818
CON,1999-01-15 14:58,8.88,1,8.55,-71.5011,43.1953
FIT,1999-01-15 15:52,6.0,1,5.0,-71.7558,42.5519
LEB,1999-01-15 16:53,9.72,1,9.0,-72.3042,43.6261
