station,start_time,zr_hours,label,duration,lon,lat
AVL,1999-01-02 15:54,8.0,1,11.0,-82.5375,35.4319
GSO,1999-01-02 16:54,10.0,1,14.0,-79.9436,36.0975
GSP,1999-01-02 17:38,10.45,1,10.68,-82.2239,34.8847
AND,1999-01-02 17:40,6.67,1,6.42,-82.7094,34.4946
GMU,1999-01-02 17:45,15.05,1,9.08,-82.3461,34.8461
HKY,1999-01-02 17:53,13.0,1,13.0,-81.3896,35.7412
PIT,1999-01-02 18:40,6.5,1,12.18,-80.2329,40.4915
CAK,1999-01-02 19:29,8.68,1,9.37,-81.4422,40.9161
AHN,1999-01-02 19:35,8.23,1,8.3,-83.3264,33.9486
INT,1999-01-02 20:54,9.0,1,10.0,-80.222,36.1337
ERI,1999-01-02 21:31,8.15,1,29.38,-80.18,42.08
YNG,1999-01-02 21:51,9.0,1,10.0,-80.6739,41.2544
LWB,1999-01-02 22:50,11.05,1,2.95,-80.3995,37.8583
CGF,1999-01-02 23:45,12.0,1,4.0,-81.4864,41.5651
LNN,1999-01-02 23:45,12.0,1,4.0,-81.3898,41.684
AGC,1999-01-03 01:37,8.22,1,7.22,-79.9217,40.3547
ROC,1999-01-03 01:54,12.0,1,10.0,-77.6767,43.1167
BGM,1999-01-03 01:56,8.0,1,11.0,-75.9797,42.2086
HGR,1999-01-03 02:36,6.65,1,9.02,-77.7297,39.7078
PSB,1999-01-03 02:45,8.03,1,9.03,-78.0873,40.8844
UNV,1999-01-03 02:45,8.03,1,9.03,-77.85,40.85
ABE,1999-01-03 03:51,6.73,1,6.0,-75.4492,40.6508
SYR,1999-01-03 03:54,6.0,1,12.0,-76.1063,43.1112
ELM,1999-01-03 04:53,12.0,1,12.0,-76.8994,42.1571
ART,1999-01-03 06:50,7.97,1,9.0,-76.0262,43.9888
GTB,1999-01-03 06:55,8.9,1,10.73,-75.7195,44.0556
MSS,1999-01-03 08:50,6.0,1,13.0,-74.8456,44.9358
GFL,1999-01-03 11:47,8.0,1,11.0,-73.6103,43.3412
AFN,1999-01-03 12:52,10.17,1,12.0,-72.003,42.8051
BTV,1999-01-03 12:54,6.0,1,7.0,-73.15,44.47
