station,start_time,zr_hours,label,duration,lon,lat
ABR,1994-12-04 06:18,6.12,1,7.8,-98.42,45.45
CBK,1994-12-05 04:00,18.33,1,35.33,-101.0466,39.4274
GLD,1994-12-05 04:00,11.32,1,35.33,-101.6933,39.3672
LNK,1994-12-05 04:00,9.2,1,38.0,-96.7647,40.8478
SYF,1994-12-05 04:00,18.33,1,35.33,-101.7959,39.7611
DDC,1994-12-05 11:00,16.93,1,37.0,-99.9654,37.7631
SLN,1994-12-05 22:00,6.7,1,26.0,-97.6522,38.791
MHK,1994-12-06 00:00,8.27,1,24.0,-96.6778,39.1353
FRI,1994-12-06 00:00,11.53,1,24.0,-96.7645,39.0526
TOP,1994-12-06 02:00,14.45,1,24.0,-95.62,39.07
MCI,1994-12-06 07:00,14.85,1,18.0,-94.7139,39.2976
FLV,1994-12-06 07:00,17.0,1,18.0,-94.9147,39.3683
IRK,1994-12-06 12:00,15.0,1,15.0,-92.5433,40.0972
OJC,1994-12-06 13:00,7.33,1,12.0,-94.7392,38.85
STJ,1994-12-06 15:00,9.0,1,9.0,-94.9097,39.7719
FNB,1994-12-06 15:00,10.0,1,10.0,-95.59200000000001,40.0788
LWD,1994-12-06 17:00,9.0,1,10.0,-93.9005,40.6306
