station,start_time,zr_hours,label,duration,lon,lat
UIN,2007-11-25 19:07,1.73,0,17.03,-91.1946,39.9428
VPZ,2007-11-25 23:14,0.42,0,0.0,-87.0071,41.45399999999999
CGF,2007-11-25 23:45,3.0,0,0.0,-81.4864,41.5651
LNN,2007-11-25 23:45,3.0,0,0.0,-81.3898,41.684
PTK,2007-11-26 00:53,1.0,0,0.0,-83.4201,42.6655
AZO,2007-11-26 01:53,2.0,0,0.0,-85.5519,42.2347
DTW,2007-11-26 01:53,1.0,0,0.0,-83.33,42.23
BFD,2007-11-26 03:11,2.07,0,1.7,-78.6401,41.8031
IJD,2007-11-26 07:52,0.8,0,0.0,-72.1836,41.7419
BMI,2007-11-26 08:13,4.33,0,5.72,-88.9159,40.4771
