station,start_time,zr_hours,label,duration,lon,lat
RSL,2002-03-24 17:53,6.97,1,11.55,-98.8118,38.8721
BMI,2002-03-25 01:15,6.83,1,30.63,-88.9159,40.4771
SPI,2002-03-25 03:34,6.17,1,28.33,-89.6839,39.8447
CMI,2002-03-25 03:53,9.95,1,29.0,-88.2778,40.0388
DEC,2002-03-25 05:08,7.02,1,27.4,-88.8657,39.8346
OSU,2002-03-25 06:39,14.32,1,32.23,-83.08,40.08
VTA,2002-03-25 06:40,11.48,1,31.23,-82.4618,40.0247
MIE,2002-03-25 07:28,16.38,1,32.85,-85.3958,40.2425
YNG,2002-03-25 07:51,6.07,1,27.4,-80.6739,41.2544
AOH,2002-03-25 08:34,8.7,1,33.72,-84.0267,40.7069
DAY,2002-03-25 09:19,17.08,1,33.32,-84.2186,39.9061
EYE,2002-03-25 11:04,9.35,1,27.82,-86.2958,39.825
IND,2002-03-25 11:48,11.23,1,28.45,-86.3048,39.7084
DMO,2002-03-25 11:53,6.77,1,13.0,-93.1759,38.7074
GEZ,2002-03-25 13:38,8.03,1,27.25,-85.8048,39.5831
BJJ,2002-03-25 17:18,8.02,1,21.58,-81.8882,40.8748
CAK,2002-03-25 17:24,6.6,1,20.02,-81.4422,40.9161
AKR,2002-03-25 17:41,6.05,1,20.65,-81.4669,41.0375
MFD,2002-03-25 17:52,11.48,1,24.12,-82.52,40.82
BMG,2002-03-26 02:04,12.28,1,12.82,-86.6167,39.146
MGY,2002-03-26 03:26,6.88,1,7.25,-84.2249,39.589
FFO,2002-03-26 03:35,9.83,1,11.33,-84.0483,39.8261
FDY,2002-03-26 06:15,7.63,1,12.33,-83.6686,41.0136
CLE,2002-03-26 06:51,7.93,1,9.0,-81.8528,41.405
MPO,2002-03-26 11:44,11.92,1,15.47,-75.3794,41.1389
BGM,2002-03-26 12:56,11.0,1,12.0,-75.9797,42.2086
PSF,2002-03-26 15:54,9.0,1,15.0,-73.2892,42.4272
