station,start_time,zr_hours,label,duration,lon,lat
STL,2019-02-10 10:25,6.52,1,7.17,-90.3734,38.7524
BLV,2019-02-10 10:55,6.05,1,6.58,-89.8352,38.5452
BMI,2019-02-10 20:55,10.22,1,31.02,-88.9159,40.4771
BWI,2019-02-11 05:50,27.67,1,32.83,-76.6683,39.1754
DOV,2019-02-11 06:10,8.52,1,10.77,-75.46600000000001,39.1295
MRB,2019-02-11 06:53,9.17,1,31.28,-77.9847,39.4019
STJ,2019-02-11 13:21,6.07,1,13.07,-94.9097,39.7719
IRK,2019-02-11 17:10,6.35,1,9.0,-92.5433,40.0972
BRL,2019-02-11 18:45,6.52,1,8.17,-91.1255,40.7729
PIA,2019-02-11 19:05,7.08,1,8.92,-89.6839,40.6675
MLI,2019-02-11 20:25,8.38,1,12.92,-90.5075,41.4485
FWA,2019-02-11 21:25,11.63,1,16.08,-85.1871,40.978
HGR,2019-02-11 22:20,7.7,1,16.75,-77.7297,39.7078
VPZ,2019-02-11 22:40,9.95,1,11.75,-87.0071,41.45399999999999
MDW,2019-02-11 23:03,10.2,1,10.2,-87.7524,41.786
ARR,2019-02-11 23:09,9.85,1,12.27,-88.48,41.77
ORD,2019-02-11 23:48,10.15,1,11.2,-87.9319,41.9875
FDY,2019-02-11 23:53,7.03,1,10.37,-83.6686,41.0136
DVN,2019-02-12 00:00,6.95,1,7.17,-90.5948,41.6133
DPA,2019-02-12 00:15,8.5,1,8.5,-88.2486,41.9078
PWK,2019-02-12 01:55,6.33,1,7.17,-87.9047,42.1208
GSH,2019-02-12 02:35,8.33,1,8.75,-85.7922,41.5272
CID,2019-02-12 03:20,7.42,1,7.42,-91.7246,41.8829
BEH,2019-02-12 03:25,6.77,1,9.5,-86.4285,42.1286
SBN,2019-02-12 03:25,7.23,1,9.5,-86.3164,41.7072
DFI,2019-02-12 03:30,8.8,1,9.25,-84.4288,41.3375
TOL,2019-02-12 04:00,9.17,1,9.17,-83.8014,41.5886
TDZ,2019-02-12 04:05,8.58,1,9.0,-83.4764,41.5631
ADG,2019-02-12 04:40,10.0,1,10.08,-84.0773,41.8677
AZO,2019-02-12 04:50,8.83,1,8.92,-85.5519,42.2347
DTW,2019-02-12 08:05,7.75,1,7.75,-83.33,42.23
YIP,2019-02-12 08:15,7.55,1,8.17,-83.5304,42.2379
DUJ,2019-02-12 09:25,10.15,1,15.08,-78.9,41.18
DET,2019-02-12 09:35,6.58,1,6.58,-83.0099,42.4092
CXY,2019-02-12 11:05,8.47,1,17.92,-76.8515,40.2171
MUI,2019-02-12 11:46,8.82,1,22.72,-76.5693,40.4348
LNS,2019-02-12 11:53,8.83,1,11.87,-76.2944,40.1203
RDG,2019-02-12 12:35,8.67,1,10.5,-75.9652,40.3785
UNV,2019-02-12 17:08,6.75,1,9.75,-77.85,40.85
ABE,2019-02-12 22:20,6.92,1,8.75,-75.4492,40.6508
MPO,2019-02-12 22:35,7.37,1,8.5,-75.3794,41.1389
DXR,2019-02-13 00:28,6.95,1,7.2,-73.48,41.37
MMK,2019-02-13 00:40,8.63,1,8.75,-72.83,41.51
FWN,2019-02-13 01:30,6.07,1,6.42,-74.623,41.2002
ORH,2019-02-13 02:27,6.43,1,7.18,-71.8757,42.2673
HFD,2019-02-13 02:53,7.78,1,7.78,-72.6494,41.7367
