median_time,filename,zr_hours,index,med_lat,med_lon
1984-01-03 10:38,Events_070522_eps=5_t=2.5_lon=mean-lat/1983/198401030500_198401031500.csv,0.613,1585191.251,47.0,-93.25
1984-01-10 01:00,Events_070522_eps=5_t=2.5_lon=mean-lat/1983/198401091400_198401102100.csv,2.48,3378084.118,40.25,-85.25
1984-01-10 15:30,Events_070522_eps=5_t=2.5_lon=mean-lat/1983/198401101024_198401110500.csv,2.449,61193250.399,41.5,-72.75
1984-01-11 22:00,Events_070522_eps=5_t=2.5_lon=mean-lat/1983/198401111200_198401120400.csv,2.847,4457.986,34.75,-77.25
1984-01-13 19:00,Events_070522_eps=5_t=2.5_lon=mean-lat/1983/198401131100_198401140600.csv,3.438,435848.277,35.75,-80.0
1984-01-14 03:00,Events_070522_eps=5_t=2.5_lon=mean-lat/1983/198401132248_198401141330.csv,3.922,57435413.974,39.25,-75.75
1984-01-18 16:59,Events_070522_eps=5_t=2.5_lon=mean-lat/1983/198401180804_198401190200.csv,3.618,496356.578,37.5,-77.5
1984-01-18 22:34,Events_070522_eps=5_t=2.5_lon=mean-lat/1983/198401182020_198401191100.csv,2.017,357606.68,40.0,-74.5
1984-01-23 10:00,Events_070522_eps=5_t=2.5_lon=mean-lat/1983/198401230100_198401240200.csv,4.114,481213140.934,37.75,-89.75
1984-01-24 11:00,Events_070522_eps=5_t=2.5_lon=mean-lat/1983/198401240100_198401241900.csv,3.38,253819772.287,41.75,-76.0
1984-01-25 21:38,Events_070522_eps=5_t=2.5_lon=mean-lat/1983/198401251700_198401260600.csv,2.715,22146156.944,45.25,-99.5
1984-01-30 08:43,Events_070522_eps=5_t=2.5_lon=mean-lat/1983/198401292300_198401301800.csv,0.907,125510.064,39.25,-84.75
1984-02-11 14:51,Events_070522_eps=5_t=2.5_lon=mean-lat/1983/198402111000_198402111500.csv,1.678,6919005.831,44.0,-72.75
1984-02-11 18:00,Events_070522_eps=5_t=2.5_lon=mean-lat/1983/198402111800_198402120517.csv,4.544,5497.604,39.75,-101.25
1984-02-12 14:00,Events_070522_eps=5_t=2.5_lon=mean-lat/1983/198402121200_198402122300.csv,2.58,72781.127,47.25,-93.25
