station,start_time,zr_hours,label,duration,lon,lat
ICR,2017-02-07 04:30,6.38,1,6.83,-99.8422,43.3903
BDL,2017-02-07 12:38,6.82,1,21.2,-72.6825,41.9381
ORH,2017-02-07 14:35,17.87,1,20.92,-71.8757,42.2673
BAF,2017-02-07 14:53,9.62,1,19.47,-72.7161,42.1578
PSF,2017-02-07 15:39,7.78,1,16.93,-73.2892,42.4272
ALB,2017-02-07 15:42,7.47,1,7.47,-73.8036,42.7576
DDH,2017-02-07 17:39,7.78,1,10.93,-73.2486,42.8935
ORE,2017-02-07 18:50,6.58,1,15.53,-72.2886,42.5701
GFL,2017-02-07 19:20,8.53,1,9.3,-73.6103,43.3412
BTV,2017-02-07 22:20,6.15,1,8.58,-73.15,44.47
