station,start_time,zr_hours,label,duration,lon,lat
RSP,2008-12-16 21:18,9.78,1,16.93,-77.468,39.645
HGR,2008-12-16 21:22,6.08,1,10.08,-77.7297,39.7078
VAY,2008-12-16 23:10,2.82,0,2.73,-74.8457,39.9429
RYT,2008-12-16 23:13,6.58,1,7.67,-77.43,39.734
PNE,2008-12-17 00:02,5.95,0,6.18,-75.0134,40.0789
THV,2008-12-17 00:02,3.87,0,5.3,-76.873,39.917
AOO,2008-12-17 00:12,8.18,1,11.68,-78.32,40.2964
LNS,2008-12-17 00:27,4.98,0,9.43,-76.2944,40.1203
MDT,2008-12-17 01:13,4.88,0,6.18,-76.7633,40.1936
CXY,2008-12-17 01:17,6.07,1,7.65,-76.8515,40.2171
MUI,2008-12-17 01:34,2.2,0,12.55,-76.5693,40.4348
TTN,2008-12-17 01:38,6.93,1,7.4,-74.8159,40.2768
RDG,2008-12-17 01:50,4.2,0,8.07,-75.9652,40.3785
PTW,2008-12-17 02:14,5.75,0,6.67,-75.5572,40.2383
DYL,2008-12-17 02:29,7.87,1,7.42,-75.1223,40.333
TEB,2008-12-17 03:16,3.45,0,5.58,-74.0562,40.859
ABE,2008-12-17 03:21,6.23,1,7.68,-75.4492,40.6508
SEG,2008-12-17 03:49,3.77,0,5.7,-76.8639,40.8206
SMQ,2008-12-17 04:01,4.2,0,5.05,-74.6694,40.6239
JFK,2008-12-17 04:14,0.52,0,0.0,-73.7622,40.6386
EWR,2008-12-17 04:18,5.38,0,4.55,-74.1693,40.6827
CDW,2008-12-17 04:45,6.98,1,6.13,-74.2831,40.8764
LGA,2008-12-17 04:51,1.0,0,0.0,-73.8803,40.7794
NYC,2008-12-17 04:51,3.0,0,2.0,-73.9692,40.779
FRG,2008-12-17 04:53,1.0,0,0.0,-73.4134,40.7288
ISP,2008-12-17 04:56,1.0,0,0.0,-73.1017,40.7939
FWN,2008-12-17 05:23,7.2,1,10.5,-74.623,41.2002
BDR,2008-12-17 06:00,4.93,0,5.87,-73.1289,41.1583
GON,2008-12-17 06:18,3.68,0,3.63,-72.05,41.33
HVN,2008-12-17 06:33,3.53,0,3.88,-72.8868,41.2638
UUU,2008-12-17 06:38,2.03,0,1.77,-71.2815,41.5324
DXR,2008-12-17 06:41,5.53,0,8.67,-73.48,41.37
POU,2008-12-17 06:53,5.0,0,9.0,-73.8842,41.6266
BGM,2008-12-17 06:53,3.0,0,7.0,-75.9797,42.2086
WST,2008-12-17 06:53,2.75,0,3.0,-71.7989,41.3497
MGJ,2008-12-17 06:54,8.0,1,8.0,-74.265,41.5092
MMK,2008-12-17 07:00,8.28,1,10.88,-72.83,41.51
BDL,2008-12-17 07:23,2.42,0,4.47,-72.6825,41.9381
PVD,2008-12-17 07:29,2.1,0,1.37,-71.4325,41.7219
IJD,2008-12-17 07:42,4.67,0,4.98,-72.1836,41.7419
SWF,2008-12-17 07:45,1.98,0,2.0,-74.1048,41.5041
EWB,2008-12-17 07:53,1.0,0,0.0,-70.9583,41.6764
HFD,2008-12-17 07:58,8.52,1,9.5,-72.6494,41.7367
HPN,2008-12-17 08:56,3.0,0,2.0,-73.7075,41.0669
