station,start_time,zr_hours,label,duration,lon,lat
FLD,2009-01-04 00:04,2.12,0,3.82,-88.4884,43.7712
DBQ,2009-01-04 00:07,3.05,0,4.77,-90.7091,42.3984
JVL,2009-01-04 00:45,2.0,0,1.0,-89.0416,42.6202
GRB,2009-01-04 01:12,6.7,1,8.78,-88.1367,44.4794
Y50,2009-01-04 01:31,3.25,0,5.65,-89.3045,44.0416
OSH,2009-01-04 02:07,2.45,0,5.9,-88.557,43.9844
AUW,2009-01-04 02:30,2.93,0,3.55,-89.6266,44.9262
CWA,2009-01-04 02:45,0.6,0,1.0,-89.6668,44.7776
OVS,2009-01-04 03:09,1.08,0,0.92,-90.6775,43.1561
SBM,2009-01-04 03:23,0.92,0,0.63,-87.8517,43.7698
ATW,2009-01-04 03:45,0.5,0,0.0,-88.5191,44.2581
