station,start_time,zr_hours,label,duration,lon,lat
JBR,1981-12-21 03:00,7.0,1,10.0,-90.6464,35.8317
MKL,1981-12-21 06:00,7.0,1,7.0,-88.9167,35.5931
PAH,1981-12-21 07:00,7.0,1,10.0,-88.7744,37.0563
CEY,1981-12-21 07:00,7.0,1,10.0,-88.3728,36.6646
HOP,1981-12-21 09:00,7.0,1,7.0,-87.4962,36.6686
CSV,1981-12-21 14:00,12.58,1,13.0,-85.085,35.9513
CHA,1981-12-21 14:37,9.2,1,10.38,-85.2038,35.0353
LOZ,1981-12-21 16:00,7.0,1,8.0,-84.07700000000001,37.086999999999996
LEX,1981-12-21 16:19,6.08,1,7.68,-84.6058,38.0408
BKW,1981-12-21 20:00,9.0,1,10.0,-81.1242,37.7873
LWB,1981-12-21 22:46,18.05,1,19.23,-80.3995,37.8583
AHN,1981-12-22 00:27,8.77,1,8.78,-83.3264,33.9486
