station,start_time,zr_hours,label,duration,lon,lat
MCB,1989-12-18 00:00,7.0,1,8.0,-90.47,31.18
MEI,1989-12-18 01:00,10.52,1,14.0,-88.7511,32.3348
LCH,1989-12-18 01:00,10.47,1,12.0,-93.2277,30.1255
LFK,1989-12-18 01:00,12.0,1,15.0,-94.75,31.234
SHV,1989-12-18 02:00,8.88,1,20.0,-93.8244,32.4472
ESF,1989-12-18 03:00,11.15,1,14.0,-92.2827,31.3963
MLU,1989-12-18 03:00,8.27,1,21.0,-92.0377,32.5109
MCN,1989-12-18 03:16,9.73,1,9.73,-83.6492,32.6928
CHS,1989-12-18 04:04,16.48,1,29.93,-80.0405,32.8986
MYR,1989-12-18 04:45,21.08,1,33.25,-78.93,33.68
SSC,1989-12-18 06:42,23.87,1,35.3,-80.47,33.97
FLO,1989-12-18 07:00,8.75,1,33.0,-79.7239,34.1854
NCA,1989-12-18 08:00,9.85,1,28.0,-77.4397,34.7084
ILM,1989-12-18 09:00,11.42,1,28.0,-77.9,34.27
CAE,1989-12-18 09:00,21.05,1,35.0,-81.1181,33.9419
ATL,1989-12-18 09:30,18.5,1,30.5,-84.4418,33.6301
AHN,1989-12-18 10:37,19.77,1,32.38,-83.3264,33.9486
PDK,1989-12-18 11:25,9.58,1,23.58,-84.302,33.8756
MGE,1989-12-18 12:03,10.88,1,24.95,-84.5163,33.9153
MMT,1989-12-18 13:00,9.05,1,31.0,-80.8,33.92
ELD,1989-12-18 13:00,7.38,1,30.0,-92.8133,33.221
LRF,1989-12-18 22:00,7.2,1,8.0,-92.1465,34.9168
CSV,1989-12-19 03:30,10.8,1,10.8,-85.085,35.9513
TYS,1989-12-19 07:00,6.0,1,6.0,-83.9858,35.8181
FBG,1989-12-19 10:00,6.03,1,10.0,-78.9367,35.1318
FAY,1989-12-19 11:00,10.25,1,17.0,-78.8803,34.9912
NTU,1989-12-19 20:00,6.0,1,6.0,-76.0335,36.8207
