station,start_time,zr_hours,label,duration,lon,lat
BMI,2010-01-19 16:15,6.92,1,29.68,-88.9159,40.4771
OFK,2010-01-20 03:28,6.95,1,13.77,-97.4351,41.9855
SUX,2010-01-20 05:52,7.23,1,7.87,-96.3795,42.3917
IRK,2010-01-20 06:37,6.37,1,11.3,-92.5433,40.0972
DSM,2010-01-20 08:37,8.3,1,23.28,-93.6531,41.534
HEI,2010-01-20 09:03,6.83,1,6.83,-102.656,46.0149
FSD,2010-01-20 10:14,6.88,1,15.7,-96.7536,43.5769
OTM,2010-01-20 10:23,6.85,1,6.85,-92.4446,41.1008
BRL,2010-01-20 11:32,8.13,1,20.35,-91.1255,40.7729
DEC,2010-01-20 12:32,6.87,1,7.37,-88.8657,39.8346
PIA,2010-01-20 13:50,12.7,1,32.33,-89.6839,40.6675
CID,2010-01-20 14:11,9.87,1,19.68,-91.7246,41.8829
IOW,2010-01-20 14:11,6.55,1,18.88,-91.5445,41.6394
DVN,2010-01-20 15:22,9.23,1,17.5,-90.5948,41.6133
DBQ,2010-01-20 18:15,6.83,1,35.63,-90.7091,42.3984
GUS,2010-01-20 19:45,10.93,1,36.0,-86.1521,40.6481
RFD,2010-01-20 20:01,9.33,1,28.88,-89.09299999999999,42.1927
ARR,2010-01-20 20:49,7.53,1,25.35,-88.48,41.77
DPA,2010-01-20 21:16,7.62,1,26.6,-88.2486,41.9078
PWK,2010-01-21 02:52,10.0,1,10.0,-87.9047,42.1208
FWA,2010-01-21 05:27,7.15,1,27.45,-85.1871,40.978
BKW,2010-01-21 16:38,7.47,1,20.22,-81.1242,37.7873
ROA,2010-01-21 17:42,6.7,1,8.2,-79.9737,37.3172
LYH,2010-01-21 19:37,15.28,1,15.28,-79.2067,37.3208
