station,start_time,zr_hours,label,duration,lon,lat
CID,2009-12-23 00:09,12.07,1,29.52,-91.7246,41.8829
UGN,2009-12-23 00:20,9.82,1,33.78,-87.8679,42.4222
MCW,2009-12-23 02:30,9.77,1,31.38,-93.3261,43.1544
DVN,2009-12-23 03:21,20.68,1,25.25,-90.5948,41.6133
GUS,2009-12-23 08:36,9.28,1,29.32,-86.1521,40.6481
LNK,2009-12-23 09:35,6.52,1,8.32,-96.7647,40.8478
IOW,2009-12-23 11:48,10.38,1,28.52,-91.5445,41.6394
ARR,2009-12-23 16:12,20.55,1,20.67,-88.48,41.77
MDW,2009-12-23 16:41,18.92,1,23.17,-87.7524,41.786
DPA,2009-12-23 16:50,13.92,1,14.73,-88.2486,41.9078
MIW,2009-12-23 16:58,8.28,1,10.92,-92.9163,42.1106
DBQ,2009-12-23 17:07,12.43,1,15.08,-90.7091,42.3984
RFD,2009-12-23 17:20,15.0,1,15.57,-89.09299999999999,42.1927
VPZ,2009-12-23 17:26,8.83,1,26.45,-87.0071,41.45399999999999
ORD,2009-12-23 17:36,11.9,1,21.9,-87.9319,41.9875
ALO,2009-12-23 18:05,9.18,1,10.32,-92.4013,42.5544
FWA,2009-12-23 20:35,6.15,1,25.32,-85.1871,40.978
SBN,2009-12-23 22:31,8.1,1,24.38,-86.3164,41.7072
PWK,2009-12-23 22:42,6.52,1,8.55,-87.9047,42.1208
MSN,2009-12-24 04:26,6.45,1,6.45,-89.3453,43.1406
RST,2009-12-24 05:06,7.88,1,20.27,-92.4916,43.9041
LTS,2009-12-24 06:11,6.65,1,15.73,-99.2667,34.6671
Y50,2009-12-24 09:41,11.07,1,16.25,-89.3045,44.0416
MFI,2009-12-24 09:44,14.7,1,21.17,-90.1893,44.6369
ISW,2009-12-24 11:35,11.78,1,15.72,-89.8369,44.3592
AUW,2009-12-24 13:05,6.87,1,12.82,-89.6266,44.9262
GRR,2009-12-24 18:18,8.25,1,34.87,-85.52,42.88
MKG,2009-12-24 18:28,12.15,1,17.58,-86.2367,43.1711
