station,start_time,zr_hours,label,duration,lon,lat
MKL,2015-02-20 19:21,6.67,1,10.13,-88.9167,35.5931
POF,2015-02-20 20:16,7.23,1,13.72,-90.3249,36.7739
PAH,2015-02-20 21:53,6.35,1,9.0,-88.7744,37.0563
MDH,2015-02-21 01:09,8.08,1,11.72,-89.25,37.78
UNO,2015-02-21 01:56,7.43,1,12.95,-91.9027,36.8784
EVV,2015-02-21 02:38,6.68,1,7.75,-87.5205,38.0441
CSV,2015-02-21 03:16,7.45,1,7.62,-85.085,35.9513
TYS,2015-02-21 05:53,7.43,1,7.97,-83.9858,35.8181
LYH,2015-02-21 22:22,7.88,1,10.53,-79.2067,37.3208
JFK,2015-02-22 01:34,11.28,1,11.28,-73.7622,40.6386
TTN,2015-02-22 01:36,6.17,1,9.28,-74.8159,40.2768
EWR,2015-02-22 02:13,7.63,1,7.63,-74.1693,40.6827
LGA,2015-02-22 02:14,8.23,1,8.23,-73.8803,40.7794
DYL,2015-02-22 02:41,6.0,1,7.75,-75.1223,40.333
DYS,2015-02-22 20:15,6.78,1,20.8,-99.855,32.421
GDP,2015-02-22 23:42,12.15,1,12.15,-104.8098,31.8331
MAF,2015-02-23 04:12,8.87,1,8.87,-102.2075,31.9466
HLR,2015-02-23 08:13,7.37,1,17.75,-97.7145,31.1387
