station,start_time,zr_hours,label,duration,lon,lat
LTS,2015-11-27 16:25,17.02,1,19.97,-99.2667,34.6671
GOK,2015-11-27 16:48,17.85,1,24.08,-97.4156,35.8498
SWO,2015-11-27 17:14,6.95,1,16.88,-97.0857,36.1612
FSI,2015-11-27 19:01,13.08,1,19.97,-98.4033,34.6449
OKC,2015-11-27 19:43,22.7,1,24.15,-97.6006,35.3889
TIK,2015-11-27 21:34,20.33,1,21.4,-97.3866,35.4147
FDR,2015-11-27 22:29,6.98,1,10.73,-98.9839,34.3521
LAW,2015-11-28 00:42,6.3,1,10.1,-98.4166,34.5677
DYS,2015-11-28 01:47,7.08,1,12.77,-99.855,32.421
MAF,2015-11-28 03:21,6.92,1,8.3,-102.2075,31.9466
ABI,2015-11-28 03:33,10.0,1,11.75,-99.6821,32.4106
ODO,2015-11-28 03:53,6.17,1,6.18,-102.3867,31.9206
