station,start_time,zr_hours,label,duration,lon,lat
HRO,2008-02-11 11:17,7.8,1,23.33,-93.1547,36.2615
BPK,2008-02-11 12:10,6.15,1,22.8,-92.47,36.37
UNO,2008-02-11 14:53,11.98,1,17.0,-91.9027,36.8784
CEY,2008-02-11 18:12,14.1,1,26.95,-88.3728,36.6646
MDH,2008-02-11 19:09,11.6,1,22.42,-89.25,37.78
EVV,2008-02-11 21:49,15.2,1,23.08,-87.5205,38.0441
FTK,2008-02-11 23:10,13.7,1,26.75,-85.9721,37.9071
POF,2008-02-11 23:53,10.0,1,18.0,-90.3249,36.7739
SDF,2008-02-12 02:03,10.43,1,23.88,-85.736,38.1744
LEX,2008-02-12 02:23,6.45,1,26.52,-84.6058,38.0408
LOU,2008-02-12 04:14,8.65,1,21.65,-85.6637,38.228
FFT,2008-02-12 04:29,8.43,1,23.05,-84.9033,38.1847
BMG,2008-02-12 05:34,9.17,1,14.87,-86.6167,39.146
CVG,2008-02-12 08:24,9.67,1,17.47,-84.6717,39.0431
GEZ,2008-02-12 10:53,6.75,1,9.0,-85.8048,39.5831
SGH,2008-02-12 12:56,6.0,1,13.0,-83.8402,39.8403
DAY,2008-02-12 13:49,9.95,1,10.12,-84.2186,39.9061
ADW,2008-02-12 19:17,7.68,1,16.23,-76.867,38.8108
IAD,2008-02-12 20:17,10.25,1,17.7,-77.4473,38.9348
BWI,2008-02-12 20:34,7.85,1,10.05,-76.6683,39.1754
PHL,2008-02-12 21:45,6.35,1,7.57,-75.2311,39.8683
CHO,2008-02-12 21:53,15.42,1,17.0,-78.4529,38.1386
PNE,2008-02-12 21:54,16.2,1,17.62,-75.0134,40.0789
GKJ,2008-02-12 22:42,6.47,1,7.4,-80.2147,41.6265
LNS,2008-02-12 22:47,7.23,1,9.45,-76.2944,40.1203
ERI,2008-02-12 23:32,11.32,1,11.32,-80.18,42.08
RDG,2008-02-13 01:03,6.73,1,7.4,-75.9652,40.3785
ABE,2008-02-13 01:33,7.03,1,8.3,-75.4492,40.6508
MPO,2008-02-13 02:44,9.67,1,19.33,-75.3794,41.1389
MRB,2008-02-13 02:53,8.35,1,13.0,-77.9847,39.4019
HGR,2008-02-13 02:53,6.9,1,13.0,-77.7297,39.7078
MDT,2008-02-13 03:14,7.38,1,10.82,-76.7633,40.1936
RYT,2008-02-13 03:43,7.83,1,11.17,-77.43,39.734
HFD,2008-02-13 04:28,9.12,1,9.88,-72.6494,41.7367
DXR,2008-02-13 05:31,6.77,1,7.12,-73.48,41.37
BDL,2008-02-13 06:19,8.53,1,8.53,-72.6825,41.9381
SEG,2008-02-13 06:53,6.43,1,10.35,-76.8639,40.8206
ORH,2008-02-13 07:54,7.0,1,8.0,-71.8757,42.2673
ALB,2008-02-13 09:51,6.0,1,6.0,-73.8036,42.7576
BAF,2008-02-13 09:53,6.0,1,7.0,-72.7161,42.1578
IPT,2008-02-13 10:51,6.05,1,6.05,-76.9217,41.2433
AUG,2008-02-13 15:12,9.32,1,9.68,-69.8,44.32
MLT,2008-02-13 18:59,8.4,1,8.6,-68.6856,45.6478
HUL,2008-02-13 21:23,7.1,1,7.23,-67.7921,46.1231
