station,start_time,zr_hours,label,duration,lon,lat
CYQI,2007-02-14 18:45,3.58,0,3.25,-66.0882,43.8308
BDL,2007-02-14 20:51,0.82,0,0.42,-72.6825,41.9381
BVY,2007-02-14 21:53,2.0,0,3.0,-70.9161,42.5841
ORH,2007-02-14 21:54,2.0,0,1.0,-71.8757,42.2673
CYZX,2007-02-14 22:19,1.03,0,1.93,-64.91199999999999,44.9846
CYCX,2007-02-14 22:49,0.73,0,11.18,-66.4367,45.8377
PSM,2007-02-14 23:22,2.78,0,2.55,-70.8233,43.0779
CYSJ,2007-02-14 23:29,4.85,0,13.67,-65.8856,45.3181
ASH,2007-02-15 00:14,0.22,0,0.0,-71.5148,42.7818
PWM,2007-02-15 00:46,1.47,0,3.08,-70.3044,43.6424
BGR,2007-02-15 02:40,4.78,0,8.07,-68.8281,44.8074
OLD,2007-02-15 02:40,4.78,0,8.07,-68.6743,44.9525
NHZ,2007-02-15 02:55,1.0,0,0.0,-69.9386,43.8922
CYFC,2007-02-15 04:06,3.9,0,2.9,-66.5278,45.8722
CYQM,2007-02-15 05:38,0.8,0,0.37,-64.6878,46.1039
MLT,2007-02-15 05:52,1.08,0,4.57,-68.6856,45.6478
HUL,2007-02-15 07:37,3.02,0,9.27,-67.7921,46.1231
CYQY,2007-02-15 08:53,1.12,0,0.12,-60.0478,46.1614
CZBF,2007-02-15 10:24,1.08,0,0.6,-65.7483,47.6292
CYYY,2007-02-15 11:45,0.6,0,0.25,-68.2081,48.6086
CAR,2007-02-15 18:28,0.2,0,0.0,-68.02,46.87
FVE,2007-02-15 19:09,7.07,1,42.73,-68.3127,47.2855
CYGV,2007-02-15 22:00,1.03,0,1.0,-63.6114,50.2819
