station,start_time,zr_hours,label,duration,lon,lat
GFL,2019-01-23 20:10,3.17,0,4.42,-73.6103,43.3412
MSS,2019-01-23 21:29,4.07,0,5.52,-74.8456,44.9358
SLK,2019-01-23 21:30,1.08,0,1.0,-74.2062,44.3853
CYOW,2019-01-23 22:28,5.53,0,4.53,-75.6692,45.3225
MVL,2019-01-23 22:40,2.93,0,4.75,-72.61399999999999,44.5346
CYND,2019-01-23 22:53,13.12,1,3.12,-75.5636,45.5217
VSF,2019-01-23 23:10,2.07,0,2.73,-72.5173,43.3436
PBG,2019-01-23 23:20,3.38,0,3.5,-73.4624,44.6382
CYUL,2019-01-23 23:26,5.95,0,6.57,-73.7414,45.4683
CYMX,2019-01-23 23:46,15.53,1,15.23,-74.0387,45.6795
HIE,2019-01-24 00:00,3.6,0,5.25,-71.5522,44.3659
